 Placa ; Tipo de Vehiculo ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Forma de Pago ; Fondos a Terceros 
GSTL-67;CAMIONETA;2020;158089;0;0;158089;25-03-2020;CT166005915;Contado;No
GZHS-93;CAMIONETA;2020;158089;0;0;158089;25-03-2020;CT166005915;Contado;No
GZHT-18;CAMIONETA;2020;158089;0;0;158089;25-03-2020;CT166005915;Contado;No
GZHT-17;CAMIONETA;2020;158089;0;0;158089;25-03-2020;CT166005915;Contado;No
GZHS-96;CAMIONETA;2020;158089;0;0;158089;25-03-2020;CT166005915;Contado;No
KSGP-65;CAMIONETA;2020;403606;0;0;403606;25-03-2020;CT166006619;Contado;No
KSGP-67;CAMIONETA;2020;403606;0;0;403606;25-03-2020;CT166006619;Contado;No
KTLR-92;CAMIONETA;2020;403606;0;0;403606;25-03-2020;CT166006619;Contado;No
KTLR-91;CAMIONETA;2020;403606;0;0;403606;25-03-2020;CT166006619;Contado;No
KTLR-88;CAMIONETA;2020;403606;0;0;403606;25-03-2020;CT166006619;Contado;No
LKFH-55;CAMIONETA;2020;403606;0;0;403606;25-03-2020;CT166006619;Contado;No
LGCC-84;CAMIONETA;2020;441026;0;0;441026;25-03-2020;CT235016019;Contado;No
LLLF-51;CAMIONETA;2020;471014;0;0;471014;25-03-2020;CT166006620;Contado;No
LLLF-46;CAMIONETA;2020;471014;0;0;471014;25-03-2020;CT166006620;Contado;No
LLLF-57;CAMIONETA;2020;471014;0;0;471014;25-03-2020;CT166006620;Contado;No
LLLF-55;CAMIONETA;2020;471014;0;0;471014;25-03-2020;CT166006620;Contado;No
LLLF-65;CAMIONETA;2020;471014;0;0;471014;25-03-2020;CT166006620;Contado;No
LXBB-52;CAMIONETA;2020;560211;0;0;560211;25-03-2020;CT160012620;Contado;No
CYVX-90;AUTOMOVIL;2020;34596;0;0;34596;26-03-2020;HB184014411;Contado;No
KDWH-16;CAMIONETA;2020;460006;0;0;460006;26-03-2020;CT176032318;Contado;No
LXDJ-47;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LVLV-18;CAMIONETA;2020;539949;0;0;539949;26-03-2020;CT243007220;Contado;No
LVLX-30;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-37;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-45;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-55;CAMIONETA;2020;587613;0;0;587613;26-03-2020;CT243007420;Contado;No
LXDJ-59;CAMIONETA;2020;539949;0;0;539949;26-03-2020;CT243007220;Contado;No
LXDJ-58;CAMIONETA;2020;587613;0;0;587613;26-03-2020;CT243007420;Contado;No
LXDJ-56;CAMIONETA;2020;587613;0;0;587613;26-03-2020;CT243007420;Contado;No
LXDJ-46;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-49;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-48;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-50;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-51;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-52;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-53;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-29;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-28;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-27;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-26;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-25;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-24;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-23;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-22;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-20;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-19;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDK-18;CAMIONETA;2020;431904;0;0;431904;26-03-2020;CT243007620;Contado;No
LXDJ-63;CAMIONETA;2020;539949;0;0;539949;26-03-2020;CT243007220;Contado;No
LXDJ-62;CAMIONETA;2020;539949;0;0;539949;26-03-2020;CT243007220;Contado;No
LXDJ-61;CAMIONETA;2020;539949;0;0;539949;26-03-2020;CT243007220;Contado;No
LXDJ-60;CAMIONETA;2020;539949;0;0;539949;26-03-2020;CT243007220;Contado;No
CSCP-34;CAMIONETA;2020;35098;0;0;35098;26-03-2020;CT235011510;1ra. Cuota;No
CHZD-77;CAMIONETA;2020;34450;0;0;34450;27-03-2020;CT050028910;1ra. Cuota;No
NC-2983;STATION WAGON;2020;24837;0;0;24837;30-03-2020;SU227005496;Contado;No
HZPY-28;CAMIONETA;2020;353789;0;0;353789;30-03-2020;CT235014416;Contado;No
KFZR-99;CAMIONETA;2020;461606;0;0;461606;30-03-2020;CT243007218;Contado;No
KGJP-64;CAMIONETA;2020;314806;0;0;314806;30-03-2020;CT166006618;Contado;No
KGJP-63;CAMIONETA;2020;314806;0;0;314806;30-03-2020;CT166006618;Contado;No
LVFK-64;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LHBB-50;AUTOMOVIL;2020;278003;0;0;278003;30-03-2020;HB111018119;1ra. Cuota;No
LVFK-65;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-66;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-67;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-68;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-69;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-70;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-71;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-72;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
LVFK-73;CAMIONETA;2020;266042;0;0;266042;30-03-2020;CT243007220;1ra. Cuota;No
JJKJ-30;CAMIONETA;2020;234774;0;0;234774;30-03-2020;CT243007417;1ra. Cuota;No
JJKJ-31;CAMIONETA;2020;234774;0;0;234774;30-03-2020;CT243007417;1ra. Cuota;No
JJTT-39;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-40;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-41;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-42;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-43;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-44;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-45;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-46;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-55;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-56;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-57;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-31;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-32;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-35;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-36;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-37;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-38;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JRVW-46;CAMIONETA;2020;234774;0;0;234774;30-03-2020;CT243007417;1ra. Cuota;No
JTKB-10;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JTKB-11;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JTKB-12;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JTKB-13;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JTLW-84;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
KHHS-65;CAMIONETA;2020;267003;0;0;267003;30-03-2020;CT243007418;1ra. Cuota;No
KHHT-88;CAMIONETA;2020;138445;0;0;138445;30-03-2020;CT166006418;1ra. Cuota;No
KHDV-30;CAMIONETA;2020;157403;0;0;157403;30-03-2020;CT166006618;1ra. Cuota;No
KHDV-49;CAMIONETA;2020;138445;0;0;138445;30-03-2020;CT166006418;1ra. Cuota;No
KHDV-50;CAMIONETA;2020;138445;0;0;138445;30-03-2020;CT166006418;1ra. Cuota;No
KJCR-38;CAMIONETA;2020;138445;0;0;138445;30-03-2020;CT166006418;1ra. Cuota;No
KKSS-70;CAMIONETA;2020;209603;0;0;209603;30-03-2020;CT243007318;1ra. Cuota;No
KSSG-62;CAMIONETA;2020;157403;0;0;157403;30-03-2020;CT166006618;1ra. Cuota;No
KSKP-20;CAMIONETA;2020;341455;0;0;341455;30-03-2020;CT243007419;1ra. Cuota;No
KSKP-19;CAMIONETA;2020;263603;0;0;263603;30-03-2020;CT243007319;1ra. Cuota;No
LCPB-57;MINIBUS PARTICULAR;2020;225958;0;0;225958;30-03-2020;VN184001819;1ra. Cuota;No
LFVS-40;CAMIONETA;2020;276403;0;0;276403;30-03-2020;CT166006319;1ra. Cuota;No
LFVS-43;CAMIONETA;2020;276403;0;0;276403;30-03-2020;CT166006319;1ra. Cuota;No
LFVS-42;CAMIONETA;2020;276403;0;0;276403;30-03-2020;CT166006319;1ra. Cuota;No
LFVS-41;CAMIONETA;2020;276403;0;0;276403;30-03-2020;CT166006319;1ra. Cuota;No
JXPC-76;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPC-75;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPC-74;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPC-73;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPC-71;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPF-15;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPF-17;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPF-18;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPF-19;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPF-20;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPF-21;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-69;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-73;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-74;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-75;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-76;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-77;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-78;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-88;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-97;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-98;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-99;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPF-10;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JXPD-68;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JZBT-99;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JZBT-98;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JZBV-91;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
JZBV-92;CAMIONETA;2020;143803;0;0;143803;30-03-2020;CT235015318;1ra. Cuota;No
LDGD-26;CAMIONETA;2020;177645;0;0;177645;30-03-2020;CT235015619;1ra. Cuota;No
LJPG-70;CAMIONETA;2020;177645;0;0;177645;30-03-2020;CT235015619;1ra. Cuota;No
JJTT-30;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-33;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
JJTT-34;CAMIONETA;2020;133645;0;0;133645;30-03-2020;CT235014717;1ra. Cuota;No
DGFH-73;CAMIONETA;2020;56845;0;0;56845;30-03-2020;CT235011711;1ra. Cuota;No
BFFD-78;CAMIONETA;2020;26298;0;0;26298;31-03-2020;CT132003708;1ra. Cuota;No
JPCV-30;CAMIONETA;2020;179216;0;0;179216;31-03-2020;CT235015217;1ra. Cuota;No
VD-6034;CAMIONETA;2020;24837;0;0;24837;31-03-2020;CT235003502;Contado;No
GHTW-94;CAMIONETA;2020;92853;0;0;92853;31-03-2020;CT235013714;1ra. Cuota;No
CBPK-80;CAMIONETA;2020;67345;0;0;67345;31-03-2020;CT132005014;1ra. Cuota;No
BDVW-29;CAMIONETA;2020;30298;0;0;30298;31-03-2020;CT166004708;1ra. Cuota;No
YX-3976;STATION WAGON;2020;27600;0;0;27600;31-03-2020;SU132004205;Contado;No
HVZX-70;CAMIONETA;2020;255006;0;0;255006;31-03-2020;CT160012516;Contado;No
BGJL-94;CAMIONETA;2020;55396;0;0;55396;31-03-2020;CT160009108;Contado;No
YSC-053;CARRO ARRASTRE;2020;24837;0;0;24837;31-03-2020; ;Contado;No
XL-7395;AUTOMOVIL;2020;24837;0;0;24837;31-03-2020;HB235001704;Contado;No
LLHX-11;CAMIONETA;2020;83545;0;0;83545;31-03-2020;CT117001319;1ra. Cuota;No
DVWT-52;AUTOMOVIL;2020;27569;0;0;27569;31-03-2020;HB235005012;1ra. Cuota;No
LLJJ-10;STATION WAGON;2020;45595;0;0;45595;31-03-2020;SU117002419;1ra. Cuota;No
CFVP-46;CAMIONETA;2020;39196;0;0;39196;05-03-2020;CT154000610;Contado;No
DWJS-29;STATION WAGON;2020;42598;0;0;42598;06-03-2020;SU184012512;1ra. Cuota;No
FKXC-41;CAMIONETA;2020;102445;0;0;102445;06-03-2020;CT106000313;1ra. Cuota;No
BKTX-61;STATION WAGON;2020;32196;0;0;32196;06-03-2020;SU079004508;Contado;No
GHTG-76;AUTOMOVIL;2020;28464;0;0;28464;06-03-2020;HB050015114;Contado;No
RX-9892;CAMIONETA;2020;24837;0;0;24837;06-03-2020;CT235003598;Contado;No
MK-0465;MOTO;2020;24837;0;0;24837;06-03-2020;MT106023013;Contado;No
BGYZ-39;AUTOMOVIL;2020;28800;0;0;28800;06-03-2020;HB243017608;Contado;No
JRXH-81;AUTOMOVIL;2020;31996;0;0;31996;06-03-2020;HB229014917;Contado;No
HJCV-61;AUTOMOVIL;2020;32698;0;0;32698;08-03-2020;SD243016816;1ra. Cuota;No
NE-6049;AUTOMOVIL;2020;24837;0;0;24837;08-03-2020;SD032005791;Contado;No
KTLW-41;AUTOMOVIL;2020;49793;0;0;49793;10-03-2020;HB111018318;1ra. Cuota;No
HDHD-96;STATION WAGON;2020;134638;0;0;134638;10-03-2020;SU176022115;Contado;No
UP-2742;CAMIONETA;2020;24837;0;0;24837;10-03-2020;CT160004501;Contado;No
JLVJ-41;CAMIONETA;2020;902980;0;0;902980;10-03-2020;CT079018917;Contado;No
LBYY-69;AUTOMOVIL;2020;1728260;0;0;1728260;10-03-2020;SD192013419;Contado;No
JPZC-27;STATION WAGON;2020;520806;0;0;520806;10-03-2020;VN162003417;Contado;No
FPKL-79;STATION WAGON;2020;77266;0;0;77266;10-03-2020;SU079006213;Contado;No
JLFC-75;CAMIONETA;2020;367206;0;0;367206;10-03-2020;CT079017517;Contado;No
DVWK-21;STATION WAGON;2020;184189;0;0;184189;10-03-2020;SU079005312;Contado;No
FHBW-98;AUTOMOVIL;2020;31281;0;0;31281;10-03-2020;SD132014713;1ra. Cuota;No
JJBB-78;STATION WAGON;2020;174589;0;0;174589;11-03-2020;SU229029817;Contado;No
FRJW-14;AUTOMOVIL;2020;70796;0;0;70796;11-03-2020;HB235004613;Contado;No
JVCY-60;STATION WAGON;2020;45445;0;0;45445;11-03-2020;SU229027417;1ra. Cuota;No
KPTH-53;AUTOMOVIL;2020;72196;0;0;72196;12-03-2020;HB132009218;Contado;No
DBJD-39;CAMIONETA;2020;66796;0;0;66796;12-03-2020;CT050026712;Contado;No
CDVY-80;AUTOMOVIL;2020;50529;0;0;50529;12-03-2020;HB235004610;Contado;No
CRHB-38;CAMIONETA;2020;63996;0;0;63996;13-03-2020;CT050027210;Contado;No
UZ-5918;AUTOMOVIL;2020;24837;0;0;24837;14-03-2020;SD077003702;Contado;No
YA-3742;CAMIONETA;2020;28100;0;0;28100;16-03-2020;CT235008905;Contado;No
TY-3455;CAMIONETA;2020;24837;0;0;24837;16-03-2020;CT235004100;Contado;No
BRXB-30;CAMIONETA;2020;31598;0;0;31598;16-03-2020;CT235011608;1ra. Cuota;No
BJRY-95;AUTOMOVIL;2020;25600;0;0;25600;16-03-2020;SD176021410;Contado;No
BCHX-71;AUTOMOVIL;2020;24837;0;0;24837;17-03-2020;SD132009308;Contado;No
FHFW-58;AUTOMOVIL;2020;17098;0;0;17098;17-03-2020;HB132004213;1ra. Cuota;No
KKYB-84;AUTOMOVIL;2020;79396;0;0;79396;17-03-2020;HB243024818;Contado;No
CCFJ-33;STATION WAGON;2020;20998;0;0;20998;17-03-2020;SU229022210;1ra. Cuota;No
GSBX-79;STATION WAGON;2020;95989;0;0;95989;17-03-2020;SU229025114;Contado;No
JPYV-36;CAMIONETA;2020;528806;0;0;528806;17-03-2020;CT079018317;Contado;No
FZCH-69;CAMIONETA;2020;380806;0;0;380806;17-03-2020;CT079016314;Contado;No
HSRD-99;CAMIONETA;2020;216226;0;0;216226;18-03-2020;CT235014316;1ra. Cuota;No
JZWJ-99;FURGON;2020;167689;0;0;167689;18-03-2020;CO162000318;Contado;No
DFDH-81;CAMIONETA;2020;83396;0;0;83396;18-03-2020;CT166004711;Contado;No
HYBH-52;STATION WAGON;2020;78587;0;0;78587;18-03-2020;SU035000716;Contado;No
KKYS-46;STATION WAGON;2020;63262;0;0;63262;18-03-2020;SU197009418;1ra. Cuota;No
XS-9058;CAMIONETA;2020;24837;0;0;24837;18-03-2020;CT079012304;Contado;No
JTCW-51;AUTOMOVIL;2020;31996;0;0;31996;18-03-2020;HB229014917;Contado;No
FDTB-36;CAMIONETA;2020;318806;0;0;318806;19-03-2020;CT079016313;Contado;No
KPYH-91;FURGON;2020;368806;0;0;368806;19-03-2020;CO052010918;Contado;No
JGTJ-24;FURGON;2020;131989;0;0;131989;19-03-2020;CO184018417;Contado;No
ZW-9815;CAMIONETA;2020;78282;0;0;78282;19-03-2020;CT064005207;Contado;No
KBGF-70;AUTOMOVIL;2020;61996;0;0;61996;19-03-2020;HB229014318;Contado;No
CSXP-20;CAMIONETA;2020;148321;0;0;148321;19-03-2020;CT106000210;Contado;No
KLGP-48;CAMIONETA;2020;83196;0;0;83196;19-03-2020;CT091004918;Contado;No
HTD-083;Moto;2020;24837;0;0;24837;19-03-2020;MT254035818;Contado;No
BVTF-39;AUTOMOVIL;2020;24837;0;0;24837;19-03-2020;HB229009209;Contado;No
HBDH-42;CAMIONETA;2020;182989;0;0;182989;19-03-2020;CT132005115;Contado;No
KFTZ-21;AUTOMOVIL;2020;377606;0;0;377606;19-03-2020;HB013013218;Contado;No
DRTR-56;CAMIONETA;2020;72127;0;0;72127;20-03-2020;CT235013312;1ra. Cuota;No
VZ-9148;AUTOMOVIL;2020;24837;0;0;24837;21-03-2020;SD111009604;Contado;No
DTWC-84;AUTOMOVIL;2020;27500;0;0;27500;22-03-2020;HB229010412;Contado;No
GZHP-43;AUTOMOVIL;2020;46996;0;0;46996;22-03-2020;SD197012715;Contado;No
CDWF-83;STATION WAGON;2020;86363;0;0;86363;22-03-2020;VN111016011;Contado;No
DXDR-39;CAMIONETA;2020;46495;0;0;46495;22-03-2020;CT166004712;1ra. Cuota;No
YR-8474;CAMIONETA;2020;36596;0;0;36596;23-03-2020;CT166003505;Contado;No
WV-9580;AUTOMOVIL;2020;24837;0;0;24837;23-03-2020;SD050021507;Contado;No
DLBX-82;CAMIONETA;2020;83796;0;0;83796;23-03-2020;CT176029312;Contado;No
GRYH-90;AUTOMOVIL;2020;28464;0;0;28464;23-03-2020;HB050015114;Contado;No
RS-8324;AUTOMOVIL;2020;24837;0;0;24837;23-03-2020;SU227007598;Contado;No
TU-8565;JEEP;2020;24837;0;0;24837;23-03-2020;SU229005100;Contado;No
DKZB-54;AUTOMOVIL;2020;24837;0;0;24837;24-03-2020;HB229011312;Contado;No
YE-3765;FURGON;2020;26300;0;0;26300;24-03-2020;VN132001605;Contado;No
TW-2668;CAMIONETA;2020;33996;0;0;33996;25-03-2020;CT079011607;Contado;No
LJ-6522;CAMIONETA;2020;12418;0;0;12418;26-03-2020;CT166001194;1ra. Cuota;No
DKGF-26;CAMIONETA;2020;144254;0;0;144254;26-03-2020;CT235013312;Contado;No
RE-2868;AUTOMOVIL;2020;24837;0;0;24837;26-03-2020;SD176009997;Contado;No
ZX-2123;FURGON;2020;25600;0;0;25600;26-03-2020;VN166002306;Contado;No
FDGR-97;FURGON;2020;54993;0;0;54993;26-03-2020;CO052006712;Contado;No
CPTL-59;AUTOMOVIL;2020;29298;0;0;29298;26-03-2020;HB050012211;Contado;No
DVKZ-38;FURGON;2020;100189;0;0;100189;26-03-2020;VN111014912;Contado;No
GBSC-41;CAMIONETA;2020;110389;0;0;110389;31-03-2020;CT176030514;Contado;No
JCCH-17;MINIBUS PARTICULAR;2020;211173;0;0;211173;31-03-2020;VN159000217;Contado;No
FYYY-72;AMBULANCIA;2020;185705;0;0;185705;31-03-2020;CT235013714;Contado;No
GYPJ-46;MINIBUS PARTICULAR;2020;219647;0;0;219647;31-03-2020;VN176005115;Contado;No
HBSX-52;STATION WAGON;2020;87825;0;0;87825;27-03-2020;SU111016315;1ra. Cuota;No
CKKF-71;CAMIONETA;2020;81596;0;0;81596;27-03-2020;CT235011610;Contado;No
SZ-9342;CAMIONETA;2020;24837;0;0;24837;27-03-2020;CT077000799;Contado;No
HFRZ-81;AUTOMOVIL;2020;43196;0;0;43196;27-03-2020;HB050015015;Contado;No
LKFW-20;CAMIONETA;2020;201803;0;0;201803;27-03-2020;CT166006619;1ra. Cuota;No
HZPS-65;CAMIONETA;2020;176895;0;0;176895;27-03-2020;CT235014416;1ra. Cuota;No
PA-2414;CAMIONETA;2020;24837;0;0;24837;27-03-2020;CT235003696;Contado;No
SA-8726;STATION WAGON;2020;12418;0;0;12418;27-03-2020;SU227002898;1ra. Cuota;No
YJ-4857;STATION WAGON;2020;50196;0;0;50196;27-03-2020;SU132006205;Contado;No
KWBL-44;CAMIONETA;2020;209203;0;0;209203;27-03-2020;CT160012019;1ra. Cuota;No
GZKS-31;CAMIONETA;2020;207289;0;0;207289;27-03-2020;CT235013715;Contado;No
JGJZ-64;STATION WAGON;2020;86396;0;0;86396;27-03-2020;SU091002217;Contado;No
FZGX-47;AUTOMOVIL;2020;29800;0;0;29800;27-03-2020;HB111009814;Contado;No
ZT-1548;STATION WAGON;2020;24837;0;0;24837;28-03-2020;SU059009106;Contado;No
VV-6738;CAMIONETA;2020;24837;0;0;24837;28-03-2020;CT166002703;Contado;No
ZT-5686;CAMIONETA;2020;24837;0;0;24837;28-03-2020;CT050021906;Contado;No
UC-7014;STATION WAGON;2020;26903;0;0;26903;28-03-2020;VN111007001;Contado;No
BTVP-19;STATION WAGON;2020;37398;0;0;37398;28-03-2020;VN079005509;1ra. Cuota;No
RS-9796;JEEP;2020;12418;0;0;12418;29-03-2020;SU121000398;1ra. Cuota;No
HDCZ-60;STATION WAGON;2020;82396;0;0;82396;29-03-2020;SU059011715;Contado;No
NE-3508;CAMIONETA;2020;24837;0;0;24837;29-03-2020;CT176001795;Contado;No
CBPD-99;AUTOMOVIL;2020;24837;0;0;24837;29-03-2020;HB132002409;Contado;No
FTSK-31;CAMIONETA;2020;105965;0;0;105965;29-03-2020;CT176030913;Contado;No
FTSK-32;CAMIONETA;2020;105965;0;0;105965;29-03-2020;CT176030913;Contado;No
GJPP-18;STATION WAGON;2020;110389;0;0;110389;30-03-2020;SU176021214;Contado;No
GSTR-19;CAMIONETA;2020;88328;0;0;88328;30-03-2020;CT176031615;1ra. Cuota;No
FGKR-99;CAMIONETA;2020;46495;0;0;46495;30-03-2020;CT176030513;1ra. Cuota;No
CRVZ-53;AUTOMOVIL;2020;24837;0;0;24837;30-03-2020;HB229011111;Contado;No
GXXV-68;CAMIONETA;2020;164389;0;0;164389;30-03-2020;CT166006015;Contado;No
TZ-4144;CAMIONETA;2020;24837;0;0;24837;30-03-2020;CT235004601;Contado;No
HTZJ-70;CAMIONETA;2020;156003;0;0;156003;30-03-2020;CT079017516;1ra. Cuota;No
JDXC-27;AUTOMOVIL;2020;36698;0;0;36698;30-03-2020;SD243016817;1ra. Cuota;No
DRYY-84;CAMIONETA;2020;98640;0;0;98640;30-03-2020;CT176030412;Contado;No
VA-0297;Moto;2020;108589;0;0;108589;30-03-2020;MT032005311;Contado;No
KFFJ-49;STATION WAGON;2020;173631;0;0;173631;30-03-2020;SU047003818;Contado;No
JVCX-37;CAMIONETA;2020;215989;0;0;215989;30-03-2020;CT235014917;Contado;No
FFWL-95;CAMIONETA;2020;108589;0;0;108589;30-03-2020;CT050026813;Contado;No
CYXF-14;AUTOMOVIL;2020;33796;0;0;33796;30-03-2020;SD111014611;Contado;No
LBJD-86;STATION WAGON;2020;32000;0;0;32000;30-03-2020;SU111006708;1ra. Cuota;No
BPBL-46;STATION WAGON;2020;52836;0;0;52836;30-03-2020;VN121000804;Contado;No
