 Placa ; Tipo de Vehiculo ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Forma de Pago ; Fondos a Terceros 
BSXX-63;CAMIONETA;2020;31196;0;0;31196;15-06-2020;CT050024908;Contado;No
CTJH-36;CAMIONETA;2020;42598;0;0;42598;15-06-2020;CT176025911;1ra. Cuota;No
CJJS-37;AUTOMOVIL;2020;41196;0;0;41196;15-06-2020;SD111015010;Contado;No
GVHF-66;CAMIONETA;2020;135289;0;0;135289;17-06-2020;CT176025914;Contado;No
LFLD-35;STATION WAGON;2020;100195;0;0;100195;17-06-2020;SU166003619;1ra. Cuota;No
JJWW-42;CAMIONETA;2020;204803;0;0;204803;17-06-2020;CT235014417;1ra. Cuota;No
FPBD-58;CAMIONETA;2020;99895;0;0;99895;17-06-2020;CT235013413;1ra. Cuota;No
XU-5124;CAMIONETA;2020;24837;0;0;24837;22-06-2020;CT050016304;Contado;No
JJFR-56;STATION WAGON;2020;103489;0;0;103489;22-06-2020;SU079007217;Contado;No
WU-3545;CAMIONETA;2020;29996;0;0;29996;22-06-2020;CT111002707;Contado;No
GBSL-10;CAMIONETA;2020;188389;0;0;188389;23-06-2020;CT166005614;Contado;No
KWYY-57;CAMIONETA;2020;389206;0;0;389206;23-06-2020;CT079019919;Contado;No
KJDS-99;CAMIONETA;2020;425206;0;0;425206;31-03-2020;CT176032418;Contado;No
DSDP-30;AMBULANCIA;2020;91789;0;0;91789;31-03-2020;CT176024512;Contado;No
GYPJ-45;FURGON;2020;193094;0;0;193094;31-03-2020;VN176004915;Contado;No
KHTC-68;CAMIONETA;2020;425206;0;0;425206;31-03-2020;CT176032418;Contado;No
DBCS-60;MINIBUS;2020;50021;0;0;50021;31-05-2020; ;Contado;No
BPPY-65;CAMIONETA;2020;41657;0;0;41657;24-06-2020;CT050027409;Contado;No
AL-9804;AUTOMOVIL;2020;12419;0;0;12419;24-06-2020;SD166001990;1ra. Cuota;No
BRCK-54;STATION WAGON;2020;49396;0;0;49396;24-06-2020;SU111005908;Contado;No
YB-7171;AUTOMOVIL;2020;12419;0;0;12419;24-06-2020;SD235016105;1ra. Cuota;No
VV-4852;CAMIONETA;2020;12419;0;0;12419;24-06-2020;CT050015003;1ra. Cuota;No
GVHZ-86;AUTOMOVIL;2020;19327;0;0;19327;24-06-2020;HB050017115;1ra. Cuota;No
FYRZ-60;AUTOMOVIL;2020;51196;0;0;51196;24-06-2020;HB132004414;Contado;No
CBRB-79;CAMIONETA;2020;81596;0;0;81596;25-06-2020;CT235011610;Contado;No
GFVR-65;CAMIONETA;2020;145489;0;0;145489;25-06-2020;CT166006014;Contado;No
KRHT-44;CAMIONETA;2020;353606;0;0;353606;25-06-2020;CT111007519;Contado;No
LLLC-58;STATION WAGON;2020;114895;0;0;114895;25-06-2020;SU229031119;1ra. Cuota;No
XG-8765;STATION WAGON;2020;26382;0;0;26382;25-06-2020;SU229015204;Contado;No
FDFB-36;AUTOMOVIL;2020;12419;0;0;12419;25-06-2020;HB050011413;1ra. Cuota;No
KFKW-90;CAMIONETA;2020;26698;0;0;26698;26-06-2020;CT073000118;1ra. Cuota;No
LRYS-98;FURGON;2020;174796;0;0;174796;26-06-2020;CO181000420;Contado;No
HBTZ-66;FURGON;2020;43262;0;0;43262;30-06-2020;CO050001515;Contado;No
GRVC-39;CASA RODANTE;2020;397455;0;0;397455;26-06-2020; ;Contado;No
KGXH-60;CAMIONETA;2020;460006;0;0;460006;26-06-2020;CT176032318;Contado;No
BYDH-18;AUTOMOVIL;2020;12419;0;0;12419;30-06-2020;SD050021509;1ra. Cuota;No
YE-6551;STATION WAGON;2020;52380;0;0;52380;30-06-2020;VN079005707;Contado;No
NE-7940;CAMIONETA;2020;24837;0;0;24837;30-06-2020;CT050005295;Contado;No
TL-5330;AUTOMOVIL;2020;24837;0;0;24837;30-06-2020;SD111005700;Contado;No
YSC-012;CARRO ARRASTRE;2020;24837;0;0;24837;30-06-2020; ;Contado;No
HRYF-75;CAMIONETA;2020;176895;0;0;176895;30-06-2020;CT235014416;1ra. Cuota;No
FVWT-27;CAMIONETA;2020;185989;0;0;185989;30-06-2020;CT079017513;Contado;No
BDSZ-88;FURGON;2020;24837;0;0;24837;30-06-2020;CO077000808;Contado;No
NV-9209;CAMIONETA;2020;24837;0;0;24837;30-06-2020;CT079005196;Contado;No
TA-8018;CAMIONETA;2020;24837;0;0;24837;30-06-2020;CT229000499;Contado;No
XR-3356;STATION WAGON;2020;24979;0;0;24979;30-06-2020;SU229016704;Contado;No
ND-7307;CAMIONETA;2020;24837;0;0;24837;30-06-2020;CT235003595;Contado;No
SR-9860;STATION WAGON;2020;44996;0;0;44996;30-06-2020;SU162001599;Contado;No
GTWP-92;CAMIONETA;2020;230389;0;0;230389;30-06-2020;CT235013414;Contado;No
KFZB-28;CAMIONETA;2020;165003;0;0;165003;30-06-2020;CT176032718;1ra. Cuota;No
LFLD-76;STATION WAGON;2020;131347;0;0;131347;30-06-2020;SU235014419;1ra. Cuota;No
XV-5480;CAMIONETA;2020;24837;0;0;24837;30-06-2020;CT050020504;Contado;No
GHYS-30;FURGON;2020;66796;0;0;66796;30-06-2020;CO184014514;Contado;No
BZ-6749;CAMIONETA;2020;24837;0;0;24837;30-06-2020;CT235001288;Contado;No
GTJV-98;AUTOMOVIL;2020;32596;0;0;32596;30-06-2020;SD227009105;Contado;No
US-7185;FURGON;2020;24837;0;0;24837;30-06-2020;CO184001501;Contado;No
FBZD-88;FURGON;2020;25600;0;0;25600;30-06-2020;CO080000112;Contado;No
DTZF-34;STATION WAGON;2020;35898;0;0;35898;30-06-2020;SU111009212;1ra. Cuota;No
JFDV-60;CAMIONETA;2020;204803;0;0;204803;30-06-2020;CT235014417;1ra. Cuota;No
BDLB-96;AUTOMOVIL;2020;24837;0;0;24837;30-06-2020;HB111004508;Contado;No
DTFR-10;AUTOMOVIL;2020;33949;0;0;33949;30-06-2020;HB050012412;Contado;No
GYHY-70;AUTOMOVIL;2020;26700;0;0;26700;30-06-2020;HB229012015;Contado;No
TT-5938;AUTOMOVIL;2020;12419;0;0;12419;30-06-2020;SD176009200;1ra. Cuota;No
JDPL-97;CAMIONETA;2020;188089;0;0;188089;30-06-2020;CT154004117;Contado;No
YRV-037;CARRO ARRASTRE;2020;24837;0;0;24837;30-06-2020; ;Contado;No
YRV-036;CARRO ARRASTRE;2020;24837;0;0;24837;30-06-2020; ;Contado;No
BKDX-39;JEEP;2020;44706;0;0;44706;30-06-2020;SU235006608;1ra. Cuota;No
FVC-027;Moto;2020;24837;0;0;24837;30-06-2020; ;Contado;No
HWFK-60;STATION WAGON;2020;196489;0;0;196489;30-06-2020;SU160005316;Contado;No
OE-0338;CUATRIMOTO;2020;27800;0;0;27800;30-06-2020;MT046000814;Contado;No
LRRV-56;CAMIONETA;2020;441206;0;0;441206;30-06-2020;CT050034919;Contado;No
GHJX-54;CAMIONETA;2020;95689;0;0;95689;30-06-2020;CT225001214;Contado;No
RS-8835;AUTOMOVIL;2020;24837;0;0;24837;30-06-2020;HB229004198;Contado;No
DGXW-84;CAMIONETA;2020;60796;0;0;60796;30-06-2020;CT176019211;Contado;No
GVFZ-23;JEEP;2020;85396;598;5160;91154;01-07-2020;SU229024014;Contado;No
RD-9599;CAMIONETA;2020;24837;174;1501;26512;01-07-2020;CT050003797;Contado;No
VZ-8649;CAMIONETA;2020;27198;190;1643;29031;01-07-2020;CT176019604;Contado;No
BSVG-32;AUTOMOVIL;2020;24837;174;1501;26512;01-07-2020;SD197012009;Contado;No
GBFX-98;CAMIONETA;2020;187189;1310;11310;199809;01-07-2020;CT235013314;Contado;No
BDJW-11;STATION WAGON;2020;55396;388;3347;59131;01-07-2020;SU111006008;Contado;No
GGJR-74;CAMIONETA;2020;260089;1821;15715;277625;01-07-2020;CT079016614;Contado;No
KU-6557;AUTOMOVIL;2020;24837;174;1501;26512;01-07-2020;HB132000193;Contado;No
LXRP-94;STATION WAGON;2020;99589;697;6017;106303;01-07-2020;SU117002717;Contado;No
LWZV-53;STATION WAGON;2020;151489;1060;9153;161702;01-07-2020;SU099000416;Contado;No
FFCH-26;AUTOMOVIL;2020;24837;174;1501;26512;01-07-2020;HB229011013;Contado;No
CXJR-21;AUTOMOVIL;2020;184137;1289;11126;196552;01-07-2020;SD079012411;Contado;No
ZC-6286;AUTOMOVIL;2020;24837;174;1501;26512;02-07-2020;SD050019805;Contado;No
GBSC-80;AUTOMOVIL;2020;75196;526;4543;80265;02-07-2020;HB050013314;Contado;No
RG-4349;STATION WAGON;2020;24837;174;375;25386;03-07-2020;SU227004397;Contado;No
FDDW-55;STATION WAGON;2020;41196;288;622;42106;03-07-2020;VN049000313;Contado;No
GZHZ-70;AUTOMOVIL;2020;65041;455;982;66478;03-07-2020;HB132007315;Contado;No
GYHZ-49;CAMIONETA;2020;211468;1480;3194;216142;03-07-2020;CT050032915;Contado;No
YY-2335;CAMIONETA;2020;37420;262;565;38247;03-07-2020;CT235010105;Contado;No
DH-9874;AUTOMOVIL;2020;24837;174;375;25386;03-07-2020;SD235004791;Contado;No
DFYY-63;CAMIONETA;2020;68796;482;1039;70317;03-07-2020;CT079011612;Contado;No
BFPY-19;AUTOMOVIL;2020;24837;174;375;25386;03-07-2020;SD132009408;Contado;No
KRFZ-89;CAMIONETA;2020;250789;1756;3788;256333;03-07-2020;CT166006918;Contado;No
HSSW-40;STATION WAGON;2020;185689;1300;2805;189794;03-07-2020;SU227044316;Contado;No
SB-4073;AUTOMOVIL;2020;24837;174;375;25386;03-07-2020;SD160006898;Contado;No
FTWS-44;AUTOMOVIL;2020;29000;203;438;29641;03-07-2020;HB132004613;Contado;No
FFK-049;CUATRIMOTO;2020;55506;0;833;56339;06-07-2020; ;Contado;No
DGPT-84;CAMIONETA;2020;81001;0;1215;82216;06-07-2020;CT050030211;Contado;No
CKFR-26;CAMIONETA;2020;68899;0;1033;69932;06-07-2020;CT050028910;Contado;No
BBGZ-35;CAMIONETA;2020;34635;0;520;35155;06-07-2020;CT111003807;Contado;No
FBSP-74;FURGON;2020;44692;0;670;45362;06-07-2020;CO184011712;Contado;No
HYWJ-77;CAMIONETA;2020;169189;0;2538;171727;06-07-2020;CT225002516;Contado;No
CHHK-97;CAMIONETA;2020;64387;0;966;65353;06-07-2020;CT111004510;Contado;No
XR-4898;FURGON;2020;24837;0;373;25210;06-07-2020;CO050000404;Contado;No
CFYT-21;CAMIONETA;2020;39338;0;0;39338;02-06-2020;CT064005810;1ra. Cuota;No
DU-5572;JEEP;2020;24837;0;0;24837;03-06-2020;SU229001692;Contado;No
TC-7515;CAMIONETA;2020;24837;0;0;24837;10-06-2020;CT050010399;Contado;No
KW-8469;CAMIONETA;2020;48123;0;0;48123;10-06-2020;CT225001607;Contado;No
TZ-6809;AUTOMOVIL;2020;24837;0;0;24837;13-06-2020;SD050016000;Contado;No
HBVD-76;CAMIONETA;2020;45295;0;0;45295;17-06-2020;CT154002414;1ra. Cuota;No
WB-4561;STATION WAGON;2020;19973;0;0;19973;17-06-2020;SU184011207;1ra. Cuota;No
NY-3540;CAMIONETA;2020;12419;0;0;12419;18-06-2020;CT050005496;1ra. Cuota;No
MY-2009;CAMIONETA;2020;21498;0;0;21498;22-06-2020;CT235010207;1ra. Cuota;No
RZ-7715;AUTOMOVIL;2020;24837;0;0;24837;22-06-2020;SD176010198;Contado;No
ST-9613;CAMIONETA;2020;24837;0;0;24837;23-06-2020;CT235003299;Contado;No
NL-6332;AUTOMOVIL;2020;24837;0;0;24837;23-06-2020;SD176009295;Contado;No
XH-1939;AUTOMOVIL;2020;24837;0;0;24837;23-06-2020;SD111009604;Contado;No
HGSB-76;AUTOMOVIL;2020;43996;0;0;43996;23-06-2020;SD050028215;Contado;No
RG-3184;CAMIONETA;2020;12419;0;0;12419;24-06-2020;CT050008597;1ra. Cuota;No
YA-3836;CAMIONETA;2020;14050;0;0;14050;24-06-2020;CT235008905;1ra. Cuota;No
BFRF-70;CAMIONETA;2020;41996;0;0;41996;24-06-2020;CT111003608;Contado;No
VG-6919;AUTOMOVIL;2020;12419;0;0;12419;24-06-2020;SD235012303;1ra. Cuota;No
VY-2941;AUTOMOVIL;2020;32996;0;0;32996;24-06-2020;SD106008404;Contado;No
BLZZ-37;STATION WAGON;2020;46996;0;0;46996;25-06-2020;SU132009208;Contado;No
FBPB-34;AUTOMOVIL;2020;87820;0;0;87820;25-06-2020;SD235019813;Contado;No
KU-7829;CAMIONETA;2020;12419;0;0;12419;25-06-2020;CT050003793;1ra. Cuota;No
DKGF-35;CAMIONETA;2020;100789;0;0;100789;25-06-2020;CT235011512;Contado;No
GLVG-25;AUTOMOVIL;2020;35046;0;0;35046;26-06-2020;HB077016614;Contado;No
RJ-2433;JEEP;2020;24837;0;0;24837;26-06-2020;SU229004498;Contado;No
KTLZ-50;AUTOMOVIL;2020;32498;0;0;32498;27-06-2020;HB229010219;1ra. Cuota;No
DGFR-66;STATION WAGON;2020;118789;0;0;118789;28-06-2020;VN235004811;Contado;No
DSS-015;MOTO;2020;318406;0;0;318406;29-06-2020;MT175002916;Contado;No
GRYY-16;STATION WAGON;2020;197689;0;0;197689;29-06-2020;SU106004314;Contado;No
FRWH-31;AUTOMOVIL;2020;41196;0;0;41196;29-06-2020;SD050022513;Contado;No
RJ-9449;AUTOMOVIL;2020;24837;0;0;24837;29-06-2020;SD160005898;Contado;No
BVFP-38;STATION WAGON;2020;29700;0;0;29700;30-06-2020;SU050005509;Contado;No
HDXR-26;CAMIONETA;2020;72796;0;0;72796;30-06-2020;CT077002615;Contado;No
GTPJ-94;CAMIONETA;2020;92853;0;0;92853;30-06-2020;CT235013714;1ra. Cuota;No
DLZG-65;CAMIONETA;2020;88396;0;0;88396;30-06-2020;CT050030212;Contado;No
BLZW-95;CAMIONETA;2020;123862;0;0;123862;30-06-2020;CT117001118;1ra. Cuota;No
NA-3367;CAMIONETA;2020;24837;0;0;24837;30-06-2020;CT235002095;Contado;No
VP-1559;MINIBUS PARTICULAR;2020;30634;0;0;30634;30-06-2020;VN132005903;Contado;No
UT-1228;CAMIONETA;2020;12419;0;0;12419;30-06-2020;CT050012602;1ra. Cuota;No
LHZZ-84;STATION WAGON;2020;232189;0;3483;235672;07-07-2020;SU079006319;Contado;No
WF-7433;JEEP;2020;27400;0;411;27811;07-07-2020;SU229017506;Contado;No
CFVP-83;CAMIONETA;2020;146629;0;2199;148828;07-07-2020;CT235013010;Contado;No
KC-1080;STATION WAGON;2020;24837;0;373;25210;07-07-2020;SD227004292;Contado;No
JBWY-91;STATION WAGON;2020;139489;0;2092;141581;01-07-2020;SU079006217;Contado;No
TB-4421;JEEP;2020;24837;0;373;25210;07-07-2020;SU229005199;Contado;No
XV-6045;CAMIONETA;2020;29739;0;446;30185;01-07-2020;CT176017504;Contado;No
DJWX-53;CAMIONETA;2020;92989;0;1395;94384;02-07-2020;CT166004712;Contado;No
NA-2825;AUTOMOVIL;2020;24837;0;373;25210;02-07-2020;SD057002196;Contado;No
JVJD-74;STATION WAGON;2020;606410;0;9096;615506;03-07-2020;SU235009917;Contado;No
FWWH-61;CAMIONETA;2020;111289;0;1669;112958;03-07-2020;CT050030213;Contado;No
SR-8406;AUTOMOVIL;2020;24837;0;373;25210;03-07-2020;HB077005999;Contado;No
VJ-3716;JEEP;2020;24837;0;373;25210;05-07-2020;SU229009302;Contado;No
DCJL-55;STATION WAGON;2020;73196;0;1098;74294;09-07-2020;SU229024311;Contado;No
DK-1750;AUTOMOVIL;2020;24837;0;373;25210;09-07-2020;SD227003391;Contado;No
PF-0576;Moto;2020;24837;0;373;25210;09-07-2020;MT254021607;Contado;No
FHCF-12;STATION WAGON;2020;90300;0;1355;91655;10-07-2020;SU235007713;Contado;No
HHKR-11;CAMIONETA;2020;158089;0;2371;160460;10-07-2020;CT166005915;Contado;No
SN-9881;CAMIONETA;2020;24837;0;373;25210;10-07-2020;CT243000698;Contado;No
CKJS-63;STATION WAGON;2020;67596;0;1014;68610;10-07-2020;SU227028010;Contado;No
GYDY-50;STATION WAGON;2020;72796;0;1092;73888;13-07-2020;SU197005715;Contado;No
YRV-056;CARRO ARRASTRE;2020;24837;0;373;25210;13-07-2020; ;Contado;No
JXKV-65;AUTOMOVIL;2020;75596;0;1134;76730;14-07-2020;SD050030518;Contado;No
BDVJ-63;STATION WAGON;2020;35894;0;0;35894;20-07-2020;SU111005708;2da. Cuota;No
GYXC-46;STATION WAGON;2020;290655;0;4360;295015;20-07-2020;SU111015215;Contado;No
FTHY-35;CAMIONETA;2020;161089;0;2416;163505;20-07-2020;CT235013313;Contado;No
CFFF-84;CAMIONETA;2020;81119;0;1217;82336;20-07-2020;CT176028010;Contado;No
BPPV-77;STATION WAGON;2020;55196;0;828;56024;22-07-2020;SU229021008;Contado;No
FFGR-28;CAMIONETA;2020;111289;0;1669;112958;22-07-2020;CT050030213;Contado;No
UJ-2889;CAMIONETA;2020;24837;0;373;25210;23-07-2020;CT166002601;Contado;No
GRCS-68;SEMI REMOLQUE;2019;73550;1839;11308;86697;23-07-2020; ;Contado;No
YE-3592;CHASIS CABINADO;2019;147099;3677;22616;173392;23-07-2020; ;Contado;No
CCYW-47;CAMIONETA;2020;24837;0;373;25210;23-07-2020;CT050026209;Contado;No
FDDW-41;STATION WAGON;2020;76796;0;1152;77948;23-07-2020;SU132012313;Contado;No
BVSV-74;MINIBUS;2020;50021;0;0;50021;24-07-2020; ;Contado;No
BVKF-21;CAMIONETA;2020;68196;0;1023;69219;24-07-2020;CT176024309;Contado;No
GVJV-98;CAMIONETA;2020;59596;0;894;60490;24-07-2020;CT091002314;Contado;No
DPKB-56;STATION WAGON;2020;77596;0;1164;78760;07-07-2020;SU121004012;Contado;No
BFLJ-11;CAMIONETA;2020;44196;0;663;44859;09-07-2020;CT225001208;Contado;No
CYXL-38;CAMIONETA;2020;75996;0;1140;77136;12-07-2020;CT050026811;Contado;No
BLFT-95;CAMIONETA;2020;49196;0;738;49934;20-07-2020;CT176020008;Contado;No
DXVB-50;CAMIONETA;2020;94489;0;1417;95906;20-07-2020;CT176023712;Contado;No
ZH-6555;AUTOMOVIL;2020;24837;0;373;25210;22-07-2020;SD235016206;Contado;No
ZS-2254;MINIBUS;2020;50021;0;0;50021;28-07-2020; ;Contado;No
TZ-4205;JEEP;2020;24837;0;373;25210;28-07-2020;SU229005101;Contado;No
BZHX-48;AUTOMOVIL;2019;16624;233;1517;18374;28-07-2020;HB229007809;2da. Cuota;No
YRB-445;CARRO ARRASTRE;2019;24177;943;3768;28888;28-07-2020; ;Contado;No
ZV-6585;STATION WAGON;2019;12675;355;1759;14789;28-07-2020;SU059009106;2da. Cuota;No
FCLH-17;CAMIONETA;2020;144254;0;2164;146418;29-07-2020;CT235013312;Contado;No
FVBF-42;AUTOMOVIL;2020;29608;0;444;30052;29-07-2020;HB050013913;Contado;No
RV-1951;STATION WAGON;2020;24837;0;373;25210;30-07-2020;SD050013898;Contado;No
XX-5781;CAMIONETA;2020;38196;0;573;38769;30-07-2020;CT176018205;Contado;No
TN-8888;AUTOMOVIL;2018;23510;0;9874;33384;30-07-2020;SD176012300;Contado;Si
TN-8888;AUTOMOVIL;2019;24177;1015;6046;31238;30-07-2020;SD176012300;Contado;Si
TN-8888;AUTOMOVIL;2020;24837;0;373;25210;30-07-2020;SD176012300;Contado;No
LKFR-32;CAMIONETA;2020;448806;0;6732;455538;30-07-2020;CT111007319;Contado;No
WZ-8700;AUTOMOVIL;2020;24837;0;373;25210;29-07-2020;HB229008407;Contado;No
CKWC-44;CAMIONETA;2020;44196;0;663;44859;30-07-2020;CT231000211;Contado;No
CWCR-39;CAMIONETA;2020;44196;0;663;44859;31-07-2020;CT231000211;Contado;No
DT-8045;CAMIONETA;2020;24837;0;745;25582;03-08-2020;CT050001192;Contado;No
DHZP-56;STATION WAGON;2020;106789;0;3204;109993;03-08-2020;SU079005612;Contado;No
JTRR-84;FURGON;2020;147289;0;4419;151708;03-08-2020;CO184018217;Contado;No
YB-7171;AUTOMOVIL;2020;12493;0;0;12493;04-08-2020;SD235016105;2da. Cuota;No
JPCV-30;CAMIONETA;2020;180290;0;0;180290;05-08-2020;CT235015217;2da. Cuota;No
DTVS-76;STATION WAGON;2020;47146;0;1414;48560;05-08-2020;HB132005512;Contado;No
CTJX-97;AUTOMOVIL;2020;59996;0;1800;61796;05-08-2020;SD235018511;Contado;No
SW-2305;AUTOMOVIL;2020;24837;0;745;25582;05-08-2020;HB229006807;Contado;No
BD-6113;JEEP;2020;24837;0;745;25582;06-08-2020;SU176001692;Contado;No
DTCV-56;CAMIONETA;2020;26858;0;0;26858;06-08-2020;CT176029112;2da. Cuota;No
WF-9367;CAMIONETA;2020;38596;0;1158;39754;02-08-2020;CT176017506;Contado;No
SE-5487;AUTOMOVIL;2020;24837;0;745;25582;04-08-2020;SD111002498;Contado;No
FBWY-12;STATION WAGON;2020;172818;0;5185;178003;05-08-2020;SU079006513;Contado;No
FYFR-91;STATION WAGON;2020;433206;0;12996;446202;06-08-2020;VN121003614;Contado;No
BBLY-16;STATION WAGON;2020;62196;0;1866;64062;06-08-2020;VN132008608;Contado;No
KHPY-54;AUTOMOVIL;2020;22532;0;0;22532;10-08-2020;HB229015218;2da. Cuota;No
JZXC-27;AUTOMOVIL;2020;73723;0;2212;75935;11-08-2020;SD197015018;Contado;No
PFBR-39;CAMIONETA;2020;474719;0;28483;503202;13-08-2020;CT166007120;Contado;No
LKFT-29;CAMIONETA;2020;155732;0;0;155732;13-08-2020;CT166006919;2da. Cuota;No
CTJH-36;CAMIONETA;2020;42854;0;0;42854;13-08-2020;CT176025911;2da. Cuota;No
FDFB-36;AUTOMOVIL;2020;12493;0;0;12493;14-08-2020;HB050011413;2da. Cuota;No
LCDK-26;CAMIONETA;2020;367606;0;11028;378634;17-08-2020;CT184000919;Contado;No
FRWH-98;STATION WAGON;2020;13173;0;0;13173;17-08-2020;CO146000713;2da. Cuota;No
CYHP-17;CAMIONETA;2020;40942;0;0;40942;17-08-2020;CT176023711;2da. Cuota;No
CGYL-86;MINIBUS;2020;50021;0;0;50021;17-08-2020; ;Contado;No
BBHF-72;FURGON;2020;24837;0;745;25582;17-08-2020;CO184005708;Contado;No
YJ-3625;AUTOMOVIL;2020;12493;0;0;12493;19-08-2020;HB052011605;2da. Cuota;No
BYDH-18;AUTOMOVIL;2020;12493;0;0;12493;21-08-2020;SD050021509;2da. Cuota;No
KPTF-52;CAMIONETA;2020;298460;0;0;298460;21-08-2020;CT235014318;2da. Cuota;No
KBGP-87;CAMIONETA;2020;139164;0;0;139164;21-08-2020;CO132000918;2da. Cuota;No
HBVV-65;AUTOMOVIL;2020;12525;0;0;12525;24-08-2020;HB229009215;2da. Cuota;No
FSRG-50;CAMIONETA;2020;98418;0;2953;101371;24-08-2020;CT166005713;Contado;No
GDBB-12;CAMIONETA;2020;187189;0;5616;192805;24-08-2020;CT235013314;Contado;No
CFLZ-79;CAMIONETA;2020;36013;0;0;36013;24-08-2020;CT176020310;2da. Cuota;No
HX-4892;STATION WAGON;2017;23115;0;14216;37331;24-08-2020;SU184000788;Contado;Si
HX-4892;STATION WAGON;2018;23510;0;10227;33737;24-08-2020;SU184000788;Contado;Si
HX-4892;STATION WAGON;2019;24177;991;6418;31586;24-08-2020;SU184000788;Contado;Si
HX-4892;STATION WAGON;2020;24837;0;745;25582;24-08-2020;SU184000788;Contado;No
LPVK-33;FURGON;2020;196608;0;0;196608;24-08-2020;CO052011320;2da. Cuota;No
YA-8040;AUTOMOVIL;2020;33496;0;1005;34501;24-08-2020;SD160012405;Contado;No
JBBW-67;STATION WAGON;2020;172431;0;0;172431;24-08-2020;SU132016517;2da. Cuota;No
KYYZ-40;STATION WAGON;2020;114980;0;0;114980;25-08-2020;SU079008019;2da. Cuota;No
BYJD-21;CAMIONETA;2020;25953;0;0;25953;25-08-2020;CT176023909;2da. Cuota;No
FGKR-99;CAMIONETA;2020;46773;0;0;46773;25-08-2020;CT176030513;2da. Cuota;No
GHTW-94;CAMIONETA;2020;93409;0;0;93409;26-08-2020;CT235013714;2da. Cuota;No
TT-5938;AUTOMOVIL;2020;12493;0;0;12493;26-08-2020;SD176009200;2da. Cuota;No
LKFW-20;CAMIONETA;2020;203014;0;0;203014;26-08-2020;CT166006619;2da. Cuota;No
VL-9548;CAMIONETA;2020;12493;0;0;12493;26-08-2020;CT050016703;2da. Cuota;No
JXBC-83;CAMIONETA;2020;158347;0;0;158347;26-08-2020;CT166006618;2da. Cuota;No
HGRF-71;CAMIONETA;2020;164389;0;4932;169321;26-08-2020;CT166006015;Contado;No
FSFF-66;CAMIONETA;2020;199789;0;5994;205783;26-08-2020;CT235013413;Contado;No
SS-9327;AUTOMOVIL;2020;12493;0;0;12493;27-08-2020;HB052008899;2da. Cuota;No
JJWW-42;CAMIONETA;2020;206032;0;0;206032;27-08-2020;CT235014417;2da. Cuota;No
FPBD-58;CAMIONETA;2020;100493;0;0;100493;27-08-2020;CT235013413;2da. Cuota;No
KFKW-90;CAMIONETA;2020;26858;0;0;26858;27-08-2020;CT073000118;2da. Cuota;No
JFRS-42;STATION WAGON;2020;70012;0;0;70012;07-08-2020;HB235007517;2da. Cuota;No
JTKB-12;CAMIONETA;2020;134446;0;0;134446;10-08-2020;CT235014717;2da. Cuota;No
DRZC-21;CAMIONETA;2020;100493;0;0;100493;10-08-2020;CT235013413;2da. Cuota;No
FKXC-41;CAMIONETA;2020;103059;0;0;103059;10-08-2020;CT106000313;2da. Cuota;No
KHHT-88;CAMIONETA;2020;139275;0;0;139275;11-08-2020;CT166006418;2da. Cuota;No
JTKB-10;CAMIONETA;2020;134446;0;0;134446;11-08-2020;CT235014717;2da. Cuota;No
LHBB-50;AUTOMOVIL;2020;279671;0;0;279671;27-08-2020;HB111018119;2da. Cuota;No
LVFK-64;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-65;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-66;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-67;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-68;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-69;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-70;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-71;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-72;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
LVFK-73;CAMIONETA;2020;267638;0;0;267638;27-08-2020;CT243007220;2da. Cuota;No
JXPC-76;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPC-75;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPC-74;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPC-73;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPC-71;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPF-15;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPF-17;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPF-18;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
