 Placa ; Tipo de Vehiculo ; Marca ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Clasificacion ; Forma de Pago 
ZW-9815;CAMIONETA;DODGE;2019;86388;0;0;86388;21-03-2019;CT064005207;NORMAL;Contado
CSXP-20;CAMIONETA;HONDA;2019;165865;0;0;165865;21-03-2019;CT106000210;NORMAL;Contado
KFTZ-21;AUTOMOVIL;AUDI;2019;437682;0;0;437682;21-03-2019;HB013013218;NORMAL;Contado
FZCH-69;CAMIONETA;FORD;2019;439682;0;0;439682;21-03-2019;CT079016314;NORMAL;Contado
UT-5717;CAMIONETA;NISSAN;2019;24177;0;0;24177;21-03-2019;CT176006301;NORMAL;Contado
HFBX-85;CAMIONETA;MITSUBISHI;2019;85633;0;0;85633;21-03-2019;CT166005715;NORMAL;1ra. Cuota
VV-5056;STATION WAGON;VOLKSWAGEN;2019;12088;0;0;12088;21-03-2019;SU243002803;NORMAL;1ra. Cuota
SZ-9342;CAMIONETA;FIAT;2019;24177;0;0;24177;22-03-2019;CT077000799;NORMAL;Contado
BKXH-72;STATION WAGON;SUBARU;2019;28794;0;0;28794;22-03-2019;SU227023908;NORMAL;1ra. Cuota
YN-5810;AUTOMOVIL;FIAT;2019;24177;0;0;24177;22-03-2019;HB077011005;NORMAL;Contado
XF-6007;CAMIONETA;TOYOTA;2019;40788;0;0;40788;22-03-2019;CT235009304;NORMAL;Contado
GYHZ-49;CAMIONETA;CHEVROLET;2019;119833;0;0;119833;22-03-2019;CT050032915;NORMAL;1ra. Cuota
BPXJ-31;STATION WAGON;SUBARU;2019;78788;0;0;78788;22-03-2019;SU227028208;NORMAL;Contado
XN-6020;FURGON;RENAULT;2019;24177;0;0;24177;22-03-2019;CO197001204;NORMAL;Contado
KTLZ-50;AUTOMOVIL;SUZUKI;2019;39502;0;0;39502;22-03-2019;HB229010219;NORMAL;1ra. Cuota
VD-6034;CAMIONETA;TOYOTA;2019;24177;0;0;24177;22-03-2019;CT235003502;NORMAL;Contado
DRZZ-35;CAMIONETA;TOYOTA;2019;134965;0;0;134965;22-03-2019;CT235011512;NORMAL;Contado
DP-8821;JEEP;MITSUBISHI;2019;24177;0;0;24177;22-03-2019;SU166000491;NORMAL;Contado
CBPK-80;CAMIONETA;KIA MOTORS;2019;80683;0;0;80683;22-03-2019;CT132005014;NORMAL;1ra. Cuota
BKJK-38;CAMIONETA;CHEVROLET;2019;40388;0;0;40388;22-03-2019;CT050025408;NORMAL;Contado
CFLZ-79;CAMIONETA;NISSAN;2019;41994;0;0;41994;22-03-2019;CT176020310;NORMAL;1ra. Cuota
KPTH-25;CAMIONETA;NISSAN;2019;209641;0;0;209641;22-03-2019;CT176032718;NORMAL;1ra. Cuota
GFVH-46;JEEP;SUZUKI;2019;117265;0;0;117265;22-03-2019;SU229024214;NORMAL;Contado
GFVH-52;JEEP;SUZUKI;2019;117265;0;0;117265;22-03-2019;SU229024214;NORMAL;Contado
GBBH-61;CAMIONETA;MITSUBISHI;2019;160465;0;0;160465;22-03-2019;CT166005914;NORMAL;Contado
GBBH-62;CAMIONETA;MITSUBISHI;2019;160465;0;0;160465;22-03-2019;CT166005914;NORMAL;Contado
GRYK-79;CAMIONETA;MITSUBISHI;2019;160465;0;0;160465;22-03-2019;CT166005914;NORMAL;Contado
GRYK-84;CAMIONETA;MITSUBISHI;2019;160465;0;0;160465;22-03-2019;CT166005914;NORMAL;Contado
GRYK-80;CAMIONETA;MITSUBISHI;2019;160465;0;0;160465;22-03-2019;CT166005914;NORMAL;Contado
GSTK-84;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GSTK-83;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GYHK-99;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GYHK-82;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GYHK-88;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GSTL-75;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GBHR-21;JEEP;SUZUKI;2019;117265;0;0;117265;22-03-2019;SU229024214;NORMAL;Contado
GZHT-22;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
HTHK-15;CAMIONETA;MITSUBISHI;2019;275365;0;0;275365;22-03-2019;CT166006616;NORMAL;Contado
HKZR-82;CAMIONETA;MITSUBISHI;2019;320482;0;0;320482;22-03-2019;CT166006617;NORMAL;Contado
JVRW-15;AUTOMOVIL;HYUNDAI;2019;456882;0;0;456882;22-03-2019;HB111018117;NORMAL;Contado
GSTL-67;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GZHS-88;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GZHS-93;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GZHS-91;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GZHT-18;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GZHT-17;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GZHS-99;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
GZHS-96;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;22-03-2019;CT166005915;NORMAL;Contado
HFRS-68;CAMIONETA;MAZDA;2019;272065;0;0;272065;22-03-2019;CT160011715;NORMAL;Contado
KSGP-65;CAMIONETA;MITSUBISHI;2019;438502;0;0;438502;22-03-2019;CT166006619;NORMAL;Contado
KSGP-61;CAMIONETA;MITSUBISHI;2019;438502;0;0;438502;22-03-2019;CT166006619;NORMAL;Contado
KTLR-89;CAMIONETA;MITSUBISHI;2019;438502;0;0;438502;22-03-2019;CT166006619;NORMAL;Contado
KTLR-92;CAMIONETA;MITSUBISHI;2019;438502;0;0;438502;22-03-2019;CT166006619;NORMAL;Contado
KTLR-91;CAMIONETA;MITSUBISHI;2019;438502;0;0;438502;22-03-2019;CT166006619;NORMAL;Contado
KTLR-88;CAMIONETA;MITSUBISHI;2019;438502;0;0;438502;22-03-2019;CT166006619;NORMAL;Contado
TU-8565;JEEP;SUZUKI;2019;24177;0;0;24177;25-03-2019;SU229005100;NORMAL;Contado
GHTG-76;AUTOMOVIL;CHEVROLET;2019;32788;0;0;32788;25-03-2019;HB050015114;NORMAL;Contado
BKCV-65;CAMIONETA;MAZDA;2019;48188;0;0;48188;25-03-2019;CT160008408;NORMAL;Contado
VJ-3716;JEEP;SUZUKI;2019;24400;0;0;24400;25-03-2019;SU229009302;NORMAL;Contado
KTWK-68;AUTOMOVIL;RENAULT;2019;112037;0;0;112037;25-03-2019;SD197014519;NORMAL;Contado
JTCY-65;CAMIONETA;HYUNDAI;2019;241165;0;0;241165;25-03-2019;CT111006117;NORMAL;Contado
ZV-6585;STATION WAGON;DAIHATSU;2019;12500;0;0;12500;25-03-2019;SU059009106;NORMAL;1ra. Cuota
ZJ-4086;CAMIONETA;MITSUBISHI;2019;28294;0;0;28294;25-03-2019;CT166003606;NORMAL;1ra. Cuota
BVTF-39;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;25-03-2019;HB229009209;NORMAL;Contado
BLZT-83;CAMIONETA;MAHINDRA;2019;32988;0;0;32988;25-03-2019;CT154000608;NORMAL;Contado
GXXL-79;STATION WAGON;KIA MOTORS;2019;476882;0;0;476882;25-03-2019;VN132010315;NORMAL;Contado
SD-5577;AUTOMOVIL;MAZDA;2019;12088;0;0;12088;25-03-2019;SD160005798;NORMAL;1ra. Cuota
FPBD-58;CAMIONETA;TOYOTA;2019;116383;0;0;116383;25-03-2019;CT235013413;NORMAL;1ra. Cuota
HGBR-64;CAMIONETA;TOYOTA;2019;150641;0;0;150641;25-03-2019;CT235013815;NORMAL;1ra. Cuota
ZU-8032;CAMIONETA;CHEVROLET;2019;30988;0;0;30988;25-03-2019;CT050024406;NORMAL;Contado
BPBL-46;STATION WAGON;JEEP;2019;59388;0;0;59388;25-03-2019;VN121000804;NORMAL;Contado
YY-2335;CAMIONETA;TOYOTA;2019;42388;0;0;42388;25-03-2019;CT235010105;NORMAL;Contado
HBTZ-66;FURGON;CHEVROLET;2019;25494;0;0;25494;25-03-2019;CO050001515;NORMAL;1ra. Cuota
FJSV-92;CAMIONETA;MITSUBISHI;2019;69883;0;0;69883;25-03-2019;CT166005913;NORMAL;1ra. Cuota
NL-6332;AUTOMOVIL;NISSAN;2019;24177;0;0;24177;25-03-2019;SD176009295;NORMAL;Contado
XH-1939;AUTOMOVIL;HYUNDAI;2019;24177;0;0;24177;25-03-2019;SD111009604;NORMAL;Contado
FFCH-26;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;25-03-2019;HB229011013;NORMAL;Contado
DZYV-74;AUTOMOVIL;MERCEDES BENZ;2019;259765;0;0;259765;25-03-2019;SD162024712;NORMAL;Contado
FGJZ-68;STATION WAGON;SSANGYONG;2019;167365;0;0;167365;25-03-2019;SU225005713;NORMAL;Contado
GYHY-70;AUTOMOVIL;SUZUKI;2019;28800;0;0;28800;25-03-2019;HB229012015;NORMAL;Contado
YJ-4857;STATION WAGON;KIA MOTORS;2019;56188;0;0;56188;25-03-2019;SU132006205;NORMAL;Contado
DKGF-26;CAMIONETA;TOYOTA;2019;163465;0;0;163465;25-03-2019;CT235013312;NORMAL;Contado
FTBW-89;CAMIONETA;MAHINDRA;2019;78788;0;0;78788;25-03-2019;CT154002513;NORMAL;Contado
NX-5142;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;25-03-2019;CT050003796;NORMAL;Contado
KKHR-12;CAMIONETA;TOYOTA;2019;576926;0;0;576926;25-03-2019;CT235014418;NORMAL;Contado
CTVY-63;CAMIONETA;NISSAN;2019;48433;0;0;48433;25-03-2019;CT176023711;NORMAL;1ra. Cuota
KHTC-68;CAMIONETA;NISSAN;2019;548082;0;0;548082;25-03-2019;CT176032418;NORMAL;Contado
CYXF-14;AUTOMOVIL;HYUNDAI;2019;39188;0;0;39188;26-03-2019;SD111014611;NORMAL;Contado
CBRB-79;CAMIONETA;TOYOTA;2019;95665;0;0;95665;26-03-2019;CT235011610;NORMAL;Contado
KKYS-46;STATION WAGON;RENAULT;2019;75433;0;0;75433;27-03-2019;SU197009418;NORMAL;1ra. Cuota
TW-2668;CAMIONETA;FORD;2019;41388;0;0;41388;27-03-2019;CT079011607;NORMAL;Contado
HGSB-76;AUTOMOVIL;CHEVROLET;2019;25494;0;0;25494;27-03-2019;SD050028215;NORMAL;1ra. Cuota
JDDY-71;CAMIONETA;MITSUBISHI;2019;140241;0;0;140241;27-03-2019;CT166006417;NORMAL;1ra. Cuota
BVTJ-74;CAMIONETA;CHANGAN;2019;24177;0;0;24177;27-03-2019;CT047000111;NORMAL;Contado
DPZP-49;STATION WAGON;HONDA;2019;137083;0;0;137083;27-03-2019;SU106003512;NORMAL;1ra. Cuota
ZT-5686;CAMIONETA;CHEVROLET;2019;25600;0;0;25600;27-03-2019;CT050021906;NORMAL;Contado
JPFC-36;AUTOMOVIL;SUZUKI;2019;37188;0;0;37188;27-03-2019;HB229014917;NORMAL;Contado
FRYC-62;STATION WAGON;MAHINDRA;2019;83588;0;0;83588;27-03-2019;SU154000913;NORMAL;Contado
DTCV-88;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;27-03-2019;HB229011012;NORMAL;Contado
JXLK-43;AUTOMOVIL;HYUNDAI;2019;59983;0;0;59983;27-03-2019;HB111018318;NORMAL;1ra. Cuota
HTZC-24;AUTOMOVIL;FIAT;2019;32794;0;0;32794;27-03-2019;HB077017416;NORMAL;1ra. Cuota
BHCT-71;STATION WAGON;SUZUKI;2019;25494;0;0;25494;27-03-2019;SU229019008;NORMAL;1ra. Cuota
CDVY-76;STATION WAGON;KIA MOTORS;2019;57788;0;0;57788;27-03-2019;SU132010410;NORMAL;Contado
FRWH-61;AUTOMOVIL;CHEVROLET;2019;21694;0;0;21694;27-03-2019;HB050014013;NORMAL;1ra. Cuota
GSTH-86;CAMIONETA;MAHINDRA;2019;84188;0;0;84188;27-03-2019;CT154002814;NORMAL;Contado
DCCZ-23;CAMIONETA;MAZDA;2019;103765;0;0;103765;27-03-2019;CT160010011;NORMAL;Contado
DGFH-73;CAMIONETA;TOYOTA;2019;74083;0;0;74083;27-03-2019;CT235011711;NORMAL;1ra. Cuota
WB-4561;STATION WAGON;PEUGEOT;2019;22694;0;0;22694;27-03-2019;SU184011207;NORMAL;1ra. Cuota
CFDR-64;STATION WAGON;SUZUKI;2019;73988;0;0;73988;27-03-2019;SU229024310;NORMAL;Contado
YR-3150;CAMIONETA;NISSAN;2019;36588;0;0;36588;26-03-2019;CT176020005;NORMAL;Contado
RJ-2433;JEEP;SUZUKI;2019;24177;0;0;24177;26-03-2019;SU229004498;NORMAL;Contado
JFRS-42;STATION WAGON;TOYOTA;2019;82633;0;0;82633;26-03-2019;HB235007517;NORMAL;1ra. Cuota
KBGP-87;CAMIONETA;KIA MOTORS;2019;331282;0;0;331282;27-03-2019;CO132000918;NORMAL;Contado
CDWC-95;AUTOMOVIL;HYUNDAI;2019;35788;0;0;35788;26-03-2019;SD111016410;NORMAL;Contado
TU-3357;CAMIONETA;HYUNDAI;2019;24177;0;0;24177;27-03-2019;CT111000900;NORMAL;Contado
FHXG-27;CAMIONETA;NISSAN;2019;135565;0;0;135565;26-03-2019;CT176023713;NORMAL;Contado
RE-2868;AUTOMOVIL;NISSAN;2019;24177;0;0;24177;27-03-2019;SD176009997;NORMAL;Contado
XX-5781;CAMIONETA;NISSAN;2019;43588;0;0;43588;26-03-2019;CT176018205;NORMAL;Contado
DU-5572;JEEP;SUZUKI;2019;24177;0;0;24177;26-03-2019;SU229001692;NORMAL;Contado
HCVH-76;CAMIONETA;MAHINDRA;2019;130765;0;0;130765;26-03-2019;CT154003915;NORMAL;Contado
HHLP-84;CAMIONETA;TOYOTA;2019;121033;0;0;121033;26-03-2019;CT235013715;NORMAL;1ra. Cuota
SE-5487;AUTOMOVIL;HYUNDAI;2019;24177;0;0;24177;26-03-2019;SD111002498;NORMAL;Contado
ZX-3361;STATION WAGON;HYUNDAI;2019;62788;0;0;62788;26-03-2019;SU111005706;NORMAL;Contado
NY-3540;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;27-03-2019;CT050005496;NORMAL;Contado
CZZH-45;CAMIONETA;CHEVROLET;2019;89665;0;0;89665;26-03-2019;CT050028911;NORMAL;Contado
CHYS-99;CAMIONETA;NISSAN;2019;79988;0;0;79988;26-03-2019;CT176020010;NORMAL;Contado
GGZZ-59;CAMIONETA;FIAT;2019;80188;0;0;80188;26-03-2019;CT077002014;NORMAL;Contado
KGVL-98;STATION WAGON;BAIC;2019;70183;0;0;70183;27-03-2019;SU018000618;NORMAL;1ra. Cuota
DYXL-63;CAMIONETA;TOYOTA;2019;101083;0;0;101083;26-03-2019;CT235013412;NORMAL;1ra. Cuota
BLFT-95;CAMIONETA;NISSAN;2019;58588;0;0;58588;26-03-2019;CT176020008;NORMAL;Contado
BLZZ-37;STATION WAGON;KIA MOTORS;2019;58588;0;0;58588;26-03-2019;SU132009208;NORMAL;Contado
TA-1545;CAMIONETA;MITSUBISHI;2019;24177;0;0;24177;26-03-2019;CT166001499;NORMAL;Contado
ST-9613;CAMIONETA;TOYOTA;2019;24177;0;0;24177;26-03-2019;CT235003299;NORMAL;Contado
TB-4421;JEEP;SUZUKI;2019;24177;0;0;24177;26-03-2019;SU229005199;NORMAL;Contado
GLVG-25;AUTOMOVIL;FIAT;2019;41388;0;0;41388;26-03-2019;HB077016614;NORMAL;Contado
RD-9599;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;26-03-2019;CT050003797;NORMAL;Contado
DWTS-33;CAMIONETA;NISSAN;2019;77533;0;0;77533;26-03-2019;CT176028912;NORMAL;1ra. Cuota
BFLJ-11;CAMIONETA;SSANGYONG;2019;51988;0;0;51988;26-03-2019;CT225001208;NORMAL;Contado
DJDG-98;CAMIONETA;TOYOTA;2019;163465;0;0;163465;26-03-2019;CT235013312;NORMAL;Contado
DRTR-56;CAMIONETA;TOYOTA;2019;81733;0;0;81733;26-03-2019;CT235013312;NORMAL;1ra. Cuota
GBSL-10;CAMIONETA;MITSUBISHI;2019;214165;0;0;214165;26-03-2019;CT166005614;NORMAL;Contado
NK-6059;CAMIONETA;HYUNDAI;2019;24177;0;0;24177;26-03-2019;CT111000296;NORMAL;Contado
GZKS-31;CAMIONETA;TOYOTA;2019;242065;0;0;242065;26-03-2019;CT235013715;NORMAL;Contado
GBTD-39;CAMIONETA;TOYOTA;2019;216265;0;0;216265;26-03-2019;CT235013314;NORMAL;Contado
YX-4627;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;27-03-2019;CT050019905;NORMAL;Contado
HSSW-40;STATION WAGON;SUBARU;2019;109333;0;0;109333;26-03-2019;SU227044316;NORMAL;1ra. Cuota
MY-2709;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;28-03-2019;HB229009207;NORMAL;Contado
FGKR-99;CAMIONETA;NISSAN;2019;56383;0;0;56383;28-03-2019;CT176030513;NORMAL;1ra. Cuota
HSRS-41;AUTOMOVIL;KIA MOTORS;2019;59188;0;0;59188;28-03-2019;HB132007916;NORMAL;Contado
XR-3356;STATION WAGON;SUZUKI;2019;26700;0;0;26700;28-03-2019;SU229016704;NORMAL;Contado
HBVD-76;CAMIONETA;MAHINDRA;2019;104665;0;0;104665;28-03-2019;CT154002414;NORMAL;Contado
DXDR-39;CAMIONETA;MITSUBISHI;2019;58933;0;0;58933;28-03-2019;CT166004712;NORMAL;1ra. Cuota
WS-9677;STATION WAGON;CHEVROLET;2019;28000;0;0;28000;28-03-2019;SU050005507;NORMAL;Contado
RV-3295;CAMIONETA;FORD;2019;12088;0;0;12088;28-03-2019;CT079004998;NORMAL;1ra. Cuota
SA-5692;CAMIONETA;TOYOTA;2019;24177;0;0;24177;28-03-2019;CT235003198;NORMAL;Contado
KPTH-53;AUTOMOVIL;KIA MOTORS;2019;43494;0;0;43494;28-03-2019;HB132009218;NORMAL;1ra. Cuota
DJBF-49;AUTOMOVIL;SUZUKI;2019;26900;0;0;26900;28-03-2019;HB229010212;NORMAL;Contado
FZGX-47;AUTOMOVIL;HYUNDAI;2019;35588;0;0;35588;28-03-2019;HB111009814;NORMAL;Contado
RT-4460;STATION WAGON;SUBARU;2019;24177;0;0;24177;28-03-2019;SU227004397;NORMAL;Contado
HSRL-61;AUTOMOVIL;NISSAN;2019;61988;0;0;61988;28-03-2019;HB176006116;NORMAL;Contado
SL-6213;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;28-03-2019;CT050008698;NORMAL;Contado
VT-7939;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;28-03-2019;CT050015103;NORMAL;Contado
JVCX-37;CAMIONETA;TOYOTA;2019;245665;0;0;245665;28-03-2019;CT235014917;NORMAL;Contado
SZ-4616;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;28-03-2019;HB229003599;NORMAL;Contado
PX-5912;JEEP;TOYOTA;2019;24177;0;0;24177;28-03-2019;SU235001996;NORMAL;Contado
ZU-5011;FURGON;CITROEN;2019;12088;0;0;12088;28-03-2019;CO052004606;NORMAL;1ra. Cuota
BTRZ-47;AUTOMOVIL;HYUNDAI;2019;25100;0;0;25100;28-03-2019;HB111004408;NORMAL;Contado
SR-7192;CAMIONETA;KIA MOTORS;2019;24177;0;0;24177;28-03-2019;CT132001299;NORMAL;Contado
WP-9222;AUTOMOVIL;NISSAN;2019;12088;0;0;12088;28-03-2019;SD176021407;NORMAL;1ra. Cuota
HKDV-55;CAMIONETA;FIAT;2019;83588;0;0;83588;28-03-2019;CT077002615;NORMAL;Contado
BLZR-12;CAMIONETA;NISSAN;2019;44788;0;0;44788;28-03-2019;CT176019008;NORMAL;Contado
TH-9574;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;28-03-2019;HB229003500;NORMAL;Contado
JSLJ-38;AUTOMOVIL;PEUGEOT;2019;53533;0;0;53533;28-03-2019;SD184025417;NORMAL;1ra. Cuota
CPYH-52;CAMIONETA;MAZDA;2019;52333;0;0;52333;28-03-2019;CT160010310;NORMAL;1ra. Cuota
XS-9058;CAMIONETA;FORD;2019;25600;0;0;25600;28-03-2019;CT079012304;NORMAL;Contado
YX-4095;AUTOMOVIL;VOLKSWAGEN;2019;24177;0;0;24177;28-03-2019;HB243011705;NORMAL;Contado
CDWH-46;MINIBUS PARTICULAR;HYUNDAI;2019;37094;0;0;37094;28-03-2019;VN111012210;NORMAL;1ra. Cuota
CFFF-84;CAMIONETA;NISSAN;2019;44983;0;0;44983;28-03-2019;CT176028010;NORMAL;1ra. Cuota
NJ-3014;CAMIONETA;TOYOTA;2019;24177;0;0;24177;28-03-2019;CT235003696;NORMAL;Contado
FTJD-15;CAMIONETA;TOYOTA;2019;189565;0;0;189565;28-03-2019;CT235013313;NORMAL;Contado
CYXL-38;CAMIONETA;CHEVROLET;2019;91165;0;0;91165;28-03-2019;CT050026811;NORMAL;Contado
DKGF-35;CAMIONETA;TOYOTA;2019;134965;0;0;134965;28-03-2019;CT235011512;NORMAL;Contado
KZCG-14;STATION WAGON;CHEVROLET;2019;134465;0;0;134465;28-03-2019;SU050012119;NORMAL;1ra. Cuota
DTPB-72;AUTOMOVIL;NISSAN;2019;48788;0;0;48788;28-03-2019;SD176027712;NORMAL;Contado
LBJD-86;STATION WAGON;HYUNDAI;2019;35694;0;0;35694;28-03-2019;SU111006708;NORMAL;1ra. Cuota
KWBL-44;CAMIONETA;MAZDA;2019;443528;0;0;443528;28-03-2019;CT160012019;NORMAL;Contado
DF-9613;CAMIONETA;TOYOTA;2019;24177;0;0;24177;28-03-2019;CT235002091;NORMAL;Contado
FTHY-35;CAMIONETA;TOYOTA;2019;94783;0;0;94783;28-03-2019;CT235013313;NORMAL;1ra. Cuota
KFKW-90;CAMIONETA;FAW;2019;32194;0;0;32194;28-03-2019;CT073000118;NORMAL;1ra. Cuota
RV-1951;STATION WAGON;CHEVROLET;2019;12088;0;0;12088;28-03-2019;SD050013898;NORMAL;1ra. Cuota
FTWS-44;AUTOMOVIL;KIA MOTORS;2019;17994;0;0;17994;28-03-2019;HB132004613;NORMAL;1ra. Cuota
UD-7564;JEEP;HYUNDAI;2019;25100;0;0;25100;28-03-2019;SU111003201;NORMAL;Contado
HDGW-28;STATION WAGON;RENAULT;2019;47833;0;0;47833;28-03-2019;SU197006115;NORMAL;1ra. Cuota
KLGP-48;CAMIONETA;GREAT WALL;2019;52933;0;0;52933;28-03-2019;CT091004918;NORMAL;1ra. Cuota
UX-9856;CAMIONETA;FORD;2019;24177;0;0;24177;28-03-2019;CT079011902;NORMAL;Contado
BZSV-22;CAMIONETA;TOYOTA;2019;70988;0;0;70988;28-03-2019;CT235011509;NORMAL;Contado
KLGL-47;STATION WAGON;BAIC;2019;70183;0;0;70183;28-03-2019;SU018000618;NORMAL;1ra. Cuota
NE-3508;CAMIONETA;NISSAN;2019;24177;0;0;24177;28-03-2019;CT176001795;NORMAL;Contado
YK-7046;CAMIONETA;NISSAN;2019;20094;0;0;20094;29-03-2019;CT176017605;NORMAL;1ra. Cuota
DTVZ-25;AUTOMOVIL;CHEVROLET;2019;32294;0;0;32294;29-03-2019;SD050024912;NORMAL;1ra. Cuota
GTWP-92;CAMIONETA;TOYOTA;2019;270865;0;0;270865;29-03-2019;CT235013414;NORMAL;Contado
AL-9804;AUTOMOVIL;MITSUBISHI;2019;12088;0;0;12088;29-03-2019;SD166001990;NORMAL;1ra. Cuota
NJ-5925;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;29-03-2019;CT050003996;NORMAL;Contado
UE-3808;AUTOMOVIL;NISSAN;2019;24177;0;0;24177;29-03-2019;SD176021404;NORMAL;Contado
JJFY-81;CAMIONETA;KIA MOTORS;2019;251065;0;0;251065;29-03-2019;CT132006017;NORMAL;Contado
GVKK-38;CAMIONETA;TOYOTA;2019;246865;0;0;246865;29-03-2019;CT235013814;NORMAL;Contado
RS-8835;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;29-03-2019;HB229004198;NORMAL;Contado
HZPS-65;CAMIONETA;TOYOTA;2019;207641;0;0;207641;29-03-2019;CT235014416;NORMAL;1ra. Cuota
PV-2084;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;29-03-2019;HB229004197;NORMAL;Contado
SN-4331;CAMIONETA;KIA MOTORS;2019;24177;0;0;24177;29-03-2019;CT132000498;NORMAL;Contado
VV-1631;STATION WAGON;FORD;2019;24177;0;0;24177;29-03-2019;SU079003403;NORMAL;Contado
GLFW-51;CAMIONETA;MAHINDRA;2019;45583;0;0;45583;29-03-2019;CT154003114;NORMAL;1ra. Cuota
HDXR-26;CAMIONETA;FIAT;2019;41794;0;0;41794;29-03-2019;CT077002615;NORMAL;1ra. Cuota
TF-7986;STATION WAGON;SUBARU;2019;24177;0;0;24177;29-03-2019;SU227010199;NORMAL;Contado
RS-9796;JEEP;JEEP;2019;24177;0;0;24177;29-03-2019;SU121000398;NORMAL;Contado
FPWT-77;FURGON;LIFAN;2019;24900;0;0;24900;29-03-2019;CO146000113;NORMAL;Contado
FYGT-40;STATION WAGON;DONGFENG;2019;51388;0;0;51388;29-03-2019;SU065000314;NORMAL;Contado
FFGR-28;CAMIONETA;CHEVROLET;2019;141565;0;0;141565;29-03-2019;CT050030213;NORMAL;Contado
JZWJ-99;FURGON;MERCEDES BENZ;2019;217465;0;0;217465;29-03-2019;CO162000318;NORMAL;Contado
JJFR-56;STATION WAGON;FORD;2019;62383;0;0;62383;29-03-2019;SU079007217;NORMAL;1ra. Cuota
CSBG-68;STATION WAGON;DODGE;2019;59383;0;0;59383;29-03-2019;VN064002810;NORMAL;1ra. Cuota
HSRH-70;AUTOMOVIL;CHEVROLET;2019;45733;0;0;45733;29-03-2019;SD050030716;NORMAL;1ra. Cuota
BDVW-29;CAMIONETA;MITSUBISHI;2019;33994;0;0;33994;29-03-2019;CT166004708;NORMAL;1ra. Cuota
JTGT-28;CAMIONETA;MAHINDRA;2019;227065;0;0;227065;29-03-2019;CT154004117;NORMAL;Contado
TJ-2631;CAMIONETA;MAZDA;2019;24177;0;0;24177;29-03-2019;CT160003400;NORMAL;Contado
FSXH-85;CAMIONETA;NISSAN;2019;135565;0;0;135565;29-03-2019;CT176023713;NORMAL;Contado
GFLC-47;CAMIONETA;MAZDA;2019;153841;0;0;153841;29-03-2019;CT160011614;NORMAL;1ra. Cuota
KGXH-60;CAMIONETA;NISSAN;2019;283288;0;0;283288;29-03-2019;CT176032318;NORMAL;1ra. Cuota
GRVC-39;CASA RODANTE;FORD;2019;201566;0;0;201566;29-03-2019; ;NORMAL;1ra. Cuota
PG-5841;JEEP;SUZUKI;2019;24177;0;0;24177;29-03-2019;SU229002096;NORMAL;Contado
JPCV-30;CAMIONETA;TOYOTA;2019;418082;0;0;418082;29-03-2019;CT235015217;NORMAL;Contado
DBHK-63;CAMIONETA;NISSAN;2019;48433;0;0;48433;29-03-2019;CT176023711;NORMAL;1ra. Cuota
