 Placa ; Tipo de Vehiculo ; Marca ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Clasificacion ; Forma de Pago 
CFLZ-79;CAMIONETA;NISSAN;2019;42582;0;0;42582;23-08-2019;CT176020310;NORMAL;2da. Cuota
HKHL-23;CAMIONETA;TOYOTA;2019;178911;0;0;178911;23-08-2019;CT235013816;NORMAL;2da. Cuota
GYHZ-49;CAMIONETA;CHEVROLET;2019;121510;0;0;121510;23-08-2019;CT050032915;NORMAL;2da. Cuota
DRTR-56;CAMIONETA;TOYOTA;2019;82876;0;0;82876;23-08-2019;CT235013312;NORMAL;2da. Cuota
KFZR-99;CAMIONETA;VOLKSWAGEN;2019;299118;0;0;299118;23-08-2019;CT243007218;NORMAL;2da. Cuota
KGJP-63;CAMIONETA;MITSUBISHI;2019;207506;0;0;207506;23-08-2019;CT166006618;NORMAL;2da. Cuota
KGJP-64;CAMIONETA;MITSUBISHI;2019;207506;0;0;207506;23-08-2019;CT166006618;NORMAL;2da. Cuota
HHSK-57;STATION WAGON;PEUGEOT;2019;72533;0;0;72533;23-08-2019;CO184015215;NORMAL;2da. Cuota
HVJJ-74;STATION WAGON;TOYOTA;2019;128963;0;0;128963;26-08-2019;SU235010916;NORMAL;2da. Cuota
HBTZ-66;FURGON;CHEVROLET;2019;25851;0;0;25851;26-08-2019;CO050001515;NORMAL;2da. Cuota
TH-7763;CAMIONETA;FORD;2019;12257;0;0;12257;26-08-2019;CT079009399;NORMAL;2da. Cuota
CFYT-21;CAMIONETA;DODGE;2019;43799;0;0;43799;26-08-2019;CT064005810;NORMAL;2da. Cuota
LBKH-53;STATION WAGON;KIA MOTORS;2019;140639;0;0;140639;26-08-2019;SU132017719;NORMAL;2da. Cuota
GRVC-39;CASA RODANTE;FORD;2019;204387;0;0;204387;26-08-2019; ;NORMAL;2da. Cuota
CVJH-77;AUTOMOVIL;CHEVROLET;2019;16117;0;0;16117;27-08-2019;SD050022711;NORMAL;2da. Cuota
JPDX-14;STATION WAGON;RENAULT;2019;41771;0;0;41771;22-08-2019;SU197007617;NORMAL;2da. Cuota
BYDG-55;STATION WAGON;DAIHATSU;2019;24533;0;0;24533;22-08-2019;SU059010109;NORMAL;2da. Cuota
KKYB-45;STATION WAGON;TOYOTA;2019;127746;0;0;127746;22-08-2019;SU235010618;NORMAL;2da. Cuota
FCJR-49;CAMIONETA;CHEVROLET;2019;57628;0;0;57628;25-08-2019;CT050030212;NORMAL;2da. Cuota
FRGV-46;CAMIONETA;TOYOTA;2019;118011;0;0;118011;25-08-2019;CT235013413;NORMAL;2da. Cuota
JVJD-74;STATION WAGON;TOYOTA;2019;353874;0;0;353874;26-08-2019;SU235009917;NORMAL;2da. Cuota
GFLC-47;CAMIONETA;MAZDA;2019;155995;0;0;155995;26-08-2019;CT160011614;NORMAL;2da. Cuota
JVJG-18;CAMIONETA;FIAT;2019;78617;0;0;78617;26-08-2019;CT077002817;NORMAL;2da. Cuota
HBSX-52;STATION WAGON;HYUNDAI;2019;102345;0;0;102345;27-08-2019;SU111016315;NORMAL;2da. Cuota
JSLJ-38;AUTOMOVIL;PEUGEOT;2019;54281;0;0;54281;27-08-2019;SD184025417;NORMAL;2da. Cuota
FGKR-99;CAMIONETA;NISSAN;2019;57171;0;0;57171;28-08-2019;CT176030513;NORMAL;2da. Cuota
HGSR-65;CAMIONETA;FIAT;2019;40148;0;0;40148;28-08-2019;CT077001916;NORMAL;2da. Cuota
DXVB-50;CAMIONETA;NISSAN;2019;114865;1608;6988;123461;12-07-2019;CT176023712;NORMAL;Contado
FTWS-44;AUTOMOVIL;KIA MOTORS;2019;18246;0;0;18246;29-08-2019;HB132004613;NORMAL;2da. Cuota
CBPK-80;CAMIONETA;KIA MOTORS;2019;81812;0;0;81812;29-08-2019;CT132005014;NORMAL;2da. Cuota
ZW-4667;STATION WAGON;SUZUKI;2019;30008;0;0;30008;29-08-2019;SU229019607;NORMAL;2da. Cuota
LJ-6522;CAMIONETA;MITSUBISHI;2019;12257;0;0;12257;29-08-2019;CT166001194;NORMAL;2da. Cuota
FTHY-35;CAMIONETA;TOYOTA;2019;96109;0;0;96109;29-08-2019;CT235013313;NORMAL;2da. Cuota
DDFX-18;CAMIONETA;VOLKSWAGEN;2019;57323;0;0;57323;29-08-2019;CT243003511;NORMAL;2da. Cuota
DBHK-63;CAMIONETA;NISSAN;2019;49110;0;0;49110;29-08-2019;CT176023711;NORMAL;2da. Cuota
SH-2547;STATION WAGON;SUZUKI;2019;24177;338;1839;26354;29-08-2019;SU229005298;NORMAL;Contado
HFBX-85;CAMIONETA;MITSUBISHI;2019;86831;0;0;86831;29-08-2019;CT166005715;NORMAL;2da. Cuota
KGVL-98;STATION WAGON;BAIC;2019;71165;0;0;71165;29-08-2019;SU018000618;NORMAL;2da. Cuota
PU-5887;AUTOMOVIL;KIA MOTORS;2019;24177;338;1839;26354;29-08-2019;HB132000297;NORMAL;Contado
DGFH-73;CAMIONETA;TOYOTA;2019;75119;0;0;75119;29-08-2019;CT235011711;NORMAL;2da. Cuota
GSGS-16;CAMIONETA;KIA MOTORS;2019;85158;0;0;85158;30-08-2019;CT132005214;NORMAL;2da. Cuota
JDDY-71;CAMIONETA;MITSUBISHI;2019;142204;0;0;142204;30-08-2019;CT166006417;NORMAL;2da. Cuota
HTZJ-70;CAMIONETA;FORD;2019;189051;0;0;189051;30-08-2019;CT079017516;NORMAL;2da. Cuota
ZV-6598;STATION WAGON;SUBARU;2019;28690;0;0;28690;30-08-2019;SU227019206;NORMAL;2da. Cuota
RV-3295;CAMIONETA;FORD;2019;12257;0;0;12257;30-08-2019;CT079004998;NORMAL;2da. Cuota
KLGL-47;STATION WAGON;BAIC;2019;71165;0;0;71165;30-08-2019;SU018000618;NORMAL;2da. Cuota
KZCG-14;STATION WAGON;CHEVROLET;2019;136348;0;0;136348;30-08-2019;SU050012119;NORMAL;2da. Cuota
YRB-806;CARRO ARRASTRE;HECHIZO;2019;24177;338;1839;26354;30-08-2019; ;NORMAL;Contado
CYYH-11;CAMIONETA;MAZDA;2019;52608;0;0;52608;30-08-2019;CT160010011;NORMAL;2da. Cuota
DYXL-63;CAMIONETA;TOYOTA;2019;102497;0;0;102497;30-08-2019;CT235013412;NORMAL;2da. Cuota
GRYZ-29;STATION WAGON;SUZUKI;2019;43697;0;0;43697;30-08-2019;CO229001914;NORMAL;2da. Cuota
BDVW-29;CAMIONETA;MITSUBISHI;2019;34470;0;0;34470;30-08-2019;CT166004708;NORMAL;2da. Cuota
DCGW-11;CAMIONETA;NISSAN;2019;46068;0;0;46068;30-08-2019;CT176020011;NORMAL;2da. Cuota
KTLZ-50;AUTOMOVIL;SUZUKI;2019;40054;0;0;40054;30-08-2019;HB229010219;NORMAL;2da. Cuota
KC-1080;STATION WAGON;SUBARU;2019;12257;0;0;12257;30-08-2019;SD227004292;NORMAL;2da. Cuota
HSRH-70;AUTOMOVIL;CHEVROLET;2019;46372;0;0;46372;30-08-2019;SD050030716;NORMAL;2da. Cuota
FRPS-70;AUTOMOVIL;NISSAN;2019;22201;0;0;22201;30-08-2019;HB176004913;NORMAL;2da. Cuota
HYBH-52;STATION WAGON;BRILLIANCE;2019;45764;0;0;45764;27-08-2019;SU035000716;NORMAL;2da. Cuota
XL-8382;CAMIONETA;MITSUBISHI;2019;24300;340;1848;26488;28-08-2019;CT166002504;NORMAL;Contado
HSSW-40;STATION WAGON;SUBARU;2019;110863;0;0;110863;28-08-2019;SU227044316;NORMAL;2da. Cuota
DRYY-84;CAMIONETA;NISSAN;2019;58084;0;0;58084;28-08-2019;CT176030412;NORMAL;2da. Cuota
LBJD-86;STATION WAGON;HYUNDAI;2019;36194;0;0;36194;29-08-2019;SU111006708;NORMAL;2da. Cuota
DWJS-29;STATION WAGON;PEUGEOT;2019;50479;0;0;50479;29-08-2019;SU184012512;NORMAL;2da. Cuota
HRPX-14;STATION WAGON;HONDA;2019;252325;0;0;252325;30-08-2019;SU106003516;NORMAL;2da. Cuota
BRXB-30;CAMIONETA;TOYOTA;2019;36194;0;0;36194;30-08-2019;CT235011608;NORMAL;2da. Cuota
JXLK-43;AUTOMOVIL;HYUNDAI;2019;60822;0;0;60822;30-08-2019;HB111018318;NORMAL;2da. Cuota
WF-4901;CAMIONETA;MAZDA;2019;18347;0;0;18347;30-08-2019;CT160006406;NORMAL;2da. Cuota
CLFY-89;AUTOMOVIL;TOYOTA;2019;22201;0;0;22201;30-08-2019;HB235002510;NORMAL;2da. Cuota
BKXH-72;STATION WAGON;SUBARU;2019;29197;0;0;29197;30-08-2019;SU227023908;NORMAL;2da. Cuota
FZGW-95;STATION WAGON;ZOTYE;2019;19057;0;0;19057;30-08-2019;SU266000514;NORMAL;2da. Cuota
DWTS-33;CAMIONETA;NISSAN;2019;78617;0;0;78617;02-09-2019;CT176028912;NORMAL;2da. Cuota
FRWH-61;AUTOMOVIL;CHEVROLET;2019;21998;0;0;21998;02-09-2019;HB050014013;NORMAL;2da. Cuota
XR-9463;MINIBUS PARTICULAR;HYUNDAI;2019;23823;0;0;23823;02-09-2019;VN111009806;NORMAL;2da. Cuota
HTYW-58;STATION WAGON;BRILLIANCE;2019;42683;0;0;42683;30-08-2019;SU035000415;NORMAL;2da. Cuota
BLZW-95;CAMIONETA;JAC;2019;145246;0;0;145246;30-08-2019;CT117001118;NORMAL;2da. Cuota
ZU-6225;CAMION;MERCEDES BENZ;2019;49033;0;0;49033;02-09-2019; ;NORMAL;Contado
KLGP-48;CAMIONETA;GREAT WALL;2019;53673;0;0;53673;02-09-2019;CT091004918;NORMAL;2da. Cuota
FBWY-12;STATION WAGON;FORD;2019;99911;0;0;99911;30-08-2019;SU079006513;NORMAL;2da. Cuota
CJWX-66;AUTOMOVIL;SUZUKI;2019;18145;0;0;18145;31-08-2019;HB229007710;NORMAL;2da. Cuota
FJHP-29;CAMIONETA;CHEVROLET;2019;74511;0;0;74511;31-08-2019;CT050032013;NORMAL;2da. Cuota
GTTK-12;CAMIONETA;MITSUBISHI;2019;102193;0;0;102193;31-08-2019;CT166006015;NORMAL;2da. Cuota
HDHD-96;STATION WAGON;NISSAN;2019;79682;0;0;79682;31-08-2019;SU176022115;NORMAL;2da. Cuota
GRYY-16;STATION WAGON;HONDA;2019;116034;0;0;116034;01-09-2019;SU106004314;NORMAL;2da. Cuota
BTVP-19;STATION WAGON;FORD;2019;42785;0;0;42785;01-09-2019;VN079005509;NORMAL;2da. Cuota
FLBH-24;STATION WAGON;HYUNDAI;2019;79378;0;0;79378;01-09-2019;SU111007613;NORMAL;2da. Cuota
BGCJ-55;STATION WAGON;LAND ROVER;2019;188240;0;0;188240;01-09-2019;SU141004808;NORMAL;2da. Cuota
HSHS-33;STATION WAGON;FORD;2019;182562;0;0;182562;01-09-2019;VN079006716;NORMAL;2da. Cuota
DFYY-63;CAMIONETA;FORD;2019;40858;0;0;40858;02-09-2019;CT079011612;NORMAL;2da. Cuota
WF-9367;CAMIONETA;NISSAN;2019;23113;0;0;23113;02-09-2019;CT176017506;NORMAL;2da. Cuota
DZBK-20;MINIBUS PARTICULAR;VOLKSWAGEN;2019;69339;0;0;69339;02-09-2019;VN243003312;NORMAL;2da. Cuota
HZZJ-52;CAMIONETA;MAHINDRA;2019;64624;0;0;64624;02-09-2019;CT154002816;NORMAL;2da. Cuota
BBLY-16;STATION WAGON;KIA MOTORS;2019;36701;0;0;36701;02-09-2019;VN132008608;NORMAL;2da. Cuota
WB-4561;STATION WAGON;PEUGEOT;2019;23012;0;0;23012;02-09-2019;SU184011207;NORMAL;2da. Cuota
RG-3184;CAMIONETA;CHEVROLET;2019;12257;0;0;12257;02-09-2019;CT050008597;NORMAL;2da. Cuota
FVRG-96;CAMIONETA;TOYOTA;2019;81659;0;0;81659;02-09-2019;CT235013213;NORMAL;2da. Cuota
WP-9222;AUTOMOVIL;NISSAN;2019;12257;25;184;12466;02-09-2019;SD176021407;NORMAL;2da. Cuota
CFFF-84;CAMIONETA;NISSAN;2019;45612;91;686;46389;03-09-2019;CT176028010;NORMAL;2da. Cuota
HGSB-76;AUTOMOVIL;CHEVROLET;2019;25851;52;389;26292;03-09-2019;SD050028215;NORMAL;2da. Cuota
KZRF-87;AUTOMOVIL;HYUNDAI;2019;70602;141;1061;71804;03-09-2019;SD111028319;NORMAL;2da. Cuota
HHLP-84;CAMIONETA;TOYOTA;2019;122726;245;1845;124816;03-09-2019;CT235013715;NORMAL;2da. Cuota
HZPS-65;CAMIONETA;TOYOTA;2019;210548;421;3165;214134;04-09-2019;CT235014416;NORMAL;2da. Cuota
WW-9483;FURGON;RENAULT;2019;12257;25;184;12466;04-09-2019;CO197001207;NORMAL;2da. Cuota
FRWH-31;AUTOMOVIL;CHEVROLET;2019;25040;50;376;25466;04-09-2019;SD050022513;NORMAL;2da. Cuota
FKXC-41;CAMIONETA;HONDA;2019;122270;245;1838;124353;04-09-2019;CT106000313;NORMAL;2da. Cuota
HDXR-26;CAMIONETA;FIAT;2019;42379;85;637;43101;04-09-2019;CT077002615;NORMAL;2da. Cuota
CDWH-46;MINIBUS PARTICULAR;HYUNDAI;2019;37613;75;565;38253;06-09-2019;VN111012210;NORMAL;2da. Cuota
FRJW-14;AUTOMOVIL;TOYOTA;2019;40960;82;616;41658;05-09-2019;HB235004613;NORMAL;2da. Cuota
CGBF-55;CAMIONETA;MITSUBISHI;2019;41061;82;617;41760;05-09-2019;CT166004610;NORMAL;2da. Cuota
DLHY-86;CAMIONETA;TOYOTA;2019;102497;205;1541;104243;07-09-2019;CT235013412;NORMAL;2da. Cuota
FLCJ-16;CAMIONETA;SSANGYONG;2019;61278;123;921;62322;09-09-2019;CT225001313;NORMAL;2da. Cuota
CFVP-83;CAMIONETA;TOYOTA;2019;83180;166;1250;84596;09-09-2019;CT235013010;NORMAL;2da. Cuota
BHCT-71;STATION WAGON;SUZUKI;2019;25851;52;389;26292;09-09-2019;SU229019008;NORMAL;2da. Cuota
FHBW-98;AUTOMOVIL;KIA MOTORS;2019;36092;72;542;36706;10-09-2019;SD132014713;NORMAL;2da. Cuota
JFRS-42;STATION WAGON;TOYOTA;2019;83789;168;1259;85216;10-09-2019;HB235007517;NORMAL;2da. Cuota
GJPV-46;CAMIONETA;TOYOTA;2019;109646;219;1648;111513;10-09-2019;CT235013314;NORMAL;2da. Cuota
BDXT-44;STATION WAGON;SUZUKI;2019;32746;65;492;33303;11-09-2019;SU229019608;NORMAL;2da. Cuota
FHFW-58;AUTOMOVIL;KIA MOTORS;2019;21389;43;321;21753;12-09-2019;HB132004213;NORMAL;2da. Cuota
DPZP-49;STATION WAGON;HONDA;2019;139001;278;2089;141368;12-09-2019;SU106003512;NORMAL;2da. Cuota
KFKW-90;CAMIONETA;FAW;2019;32645;65;491;33201;12-09-2019;CT073000118;NORMAL;2da. Cuota
PH-8549;STATION WAGON;CHEVROLET;2019;24177;411;2213;26801;12-09-2019;VN050001697;NORMAL;Contado
YH-3066;CAMION;MITSUBISHI;2019;49033;0;0;49033;13-09-2019; ;NORMAL;Contado
UU-7978;CAMIONETA;CHEVROLET;2019;12257;25;184;12466;13-09-2019;CT050015101;NORMAL;2da. Cuota
GPLL-17;CAMIONETA;MITSUBISHI;2019;62951;126;946;64023;13-09-2019;CT166006114;NORMAL;2da. Cuota
EG-8598;AUTOMOVIL;DAEWOO;2019;24177;411;2213;26801;16-09-2019;SD057000293;NORMAL;Contado
LBLX-15;CAMION;MERCEDES BENZ;2019;98066;0;0;98066;16-09-2019; ;NORMAL;Contado
LLRP-94;MINIBUS ESCOLAR;NISSAN;2019;16344;0;0;16344;17-09-2019; ;FACTURA;Contado
UC-2574;CAMION;MERCEDES BENZ;2019;49033;0;0;49033;23-09-2019; ;NORMAL;Contado
GLFW-51;CAMIONETA;MAHINDRA;2019;46220;92;695;47007;23-09-2019;CT154003114;NORMAL;2da. Cuota
BKYJ-31;MAQUINA INDUSTRIAL;CATERPILLAR;2019;73550;0;0;73550;23-09-2019; ;NORMAL;Contado
RX-6303;CAMION;DAIHATSU;2019;49033;0;0;49033;23-09-2019; ;NORMAL;Contado
FFK-049;CUATRIMOTO;CF MOTO;2019;23153;0;695;23848;24-09-2019; ;FACTURA;Contado
FDDW-41;STATION WAGON;KIA MOTORS;2019;45155;90;679;45924;26-09-2019;SU132012313;NORMAL;2da. Cuota
CCWW-59;CAMION;MITSUBISHI;2019;49033;0;0;49033;26-09-2019; ;NORMAL;Contado
WR-8825;CAMION;DAIHATSU;2019;49033;0;0;49033;27-09-2019; ;NORMAL;Contado
RZ-6180;CAMION;HYUNDAI;2019;49033;0;0;49033;27-09-2019; ;NORMAL;Contado
JWPK-72;REMOLQUE B;GOREN;2019;147099;0;0;147099;27-09-2019; ;NORMAL;Contado
KKHX-99;CAMION;MERCEDES BENZ;2019;147099;0;0;147099;27-09-2019; ;NORMAL;Contado
DRHY-21;CAMION;MERCEDES BENZ;2019;98066;0;0;98066;27-09-2019; ;NORMAL;Contado
ZJ-8707;CAMION;FORD;2019;49033;0;0;49033;30-09-2019; ;NORMAL;Contado
JTCV-30;TRACTOR;SONALIKA;2019;49033;0;0;49033;30-09-2019; ;NORMAL;Contado
BU-4700;CAMION;MERCEDES BENZ;2019;98066;0;0;98066;30-09-2019; ;NORMAL;Contado
KPSX-82;CAMION;MITSUBISHI;2019;98066;0;0;98066;30-09-2019; ;NORMAL;Contado
YRV-054;CARRO ARRASTRE;HECHIZO;2019;24177;0;0;24177;01-10-2019; ;NORMAL;Contado
GKLW-67;CAMION;CHEVROLET;2019;147099;294;2211;149604;01-10-2019; ;NORMAL;Contado
BRRK-21;CAMION;FORD;2019;147099;294;2211;149604;01-10-2019; ;NORMAL;Contado
WX-1619;CAMION;IVECO;2019;147099;294;2211;149604;02-10-2019; ;NORMAL;Contado
GRZD-98;CAMION;JMC;2019;49033;98;737;49868;02-10-2019; ;NORMAL;Contado
BDTK-23;CAMION;MERCEDES BENZ;2019;147099;294;2211;149604;03-10-2019; ;NORMAL;Contado
YN-5615;CAMION;CHEVROLET;2019;49033;98;737;49868;03-10-2019; ;NORMAL;Contado
VX-6278;FURGON;PEUGEOT;2018;23510;964;6975;31449;04-10-2019;CO184001503;NORMAL;Contado
VX-6278;FURGON;PEUGEOT;2019;24177;459;2587;27223;04-10-2019;CO184001503;NORMAL;Contado
DKCF-76;CAMION;CHEVROLET;2019;49033;98;737;49868;07-10-2019; ;NORMAL;Contado
KPTH-25;CAMIONETA;NISSAN;2019;212576;850;6403;219829;07-10-2019;CT176032718;NORMAL;2da. Cuota
YRV-039;CARRO ARRASTRE;HECHIZO;2019;24177;459;2587;27223;10-10-2019; ;NORMAL;Contado
FXYD-55;MAQUINA INDUSTRIAL;CATERPILLAR;2019;24517;49;368;24934;10-10-2019; ;NORMAL;Contado
FTSV-59;STATION WAGON;HYUNDAI;2019;14900;30;224;15154;17-09-2019;VN111007501;NORMAL;2da. Cuota
FLBF-61;CAMIONETA;TOYOTA;2019;121053;242;1819;123114;17-09-2019;CT235013013;NORMAL;2da. Cuota
BGJZ-73;JEEP;JEEP;2019;54129;108;814;55051;17-09-2019;VN121001809;NORMAL;2da. Cuota
JDXC-27;AUTOMOVIL;VOLKSWAGEN;2019;41771;84;628;42483;19-09-2019;SD243016817;NORMAL;2da. Cuota
GXPW-76;CAMIONETA;DODGE;2019;170596;341;2564;173501;27-09-2019;CT064009115;NORMAL;2da. Cuota
CLYG-13;JEEP;SUZUKI;2019;33355;133;1005;34493;08-10-2019;SU229024010;NORMAL;2da. Cuota
CPYH-52;CAMIONETA;MAZDA;2019;53065;212;1598;54875;09-10-2019;CT160010310;NORMAL;2da. Cuota
KPSX-82; ; ;2019;4923;0;0;4923;14-10-2019; ;DUPLICADO;Contado
BDRR-70;CAMION;HYUNDAI;2019;49033;98;737;49868;17-10-2019; ;NORMAL;Contado
WW-7779;CAMION;FORD;2019;49033;98;737;49868;17-10-2019; ;NORMAL;Contado
XF-6311;CAMION;CHEVROLET;2019;49033;98;737;49868;21-10-2019; ;NORMAL;Contado
BGDK-24;CAMION;VOLKSWAGEN;2019;147099;294;2211;149604;21-10-2019; ;NORMAL;Contado
KHRB-14;CAMIONETA;FOTON;2019;31631;127;953;32711;23-10-2019;CT080008118;NORMAL;2da. Cuota
LSDP-79;CAMION;FAW;2019;36775;0;0;36775;30-10-2019; ;FACTURA;Contado
ZJ-4086;CAMIONETA;MITSUBISHI;2019;28690;0;1291;29981;04-11-2019;CT166003606;NORMAL;2da. Cuota
GZJP-98;TRACTOR;MERCEDES BENZ;2019;49033;98;1474;50605;06-11-2019; ;NORMAL;Contado
WZ-9161;RETROEXCAVADORA;J. DEERE;2019;49033;98;1474;50605;11-11-2019; ;NORMAL;Contado
DPWP-67;CAMION;FREIGHTLINER;2018;143043;4005;30880;177928;12-11-2019; ;NORMAL;Contado
DPWP-67;CAMION;FREIGHTLINER;2019;147099;294;4422;151815;12-11-2019; ;NORMAL;Contado
VG-6919;AUTOMOVIL;TOYOTA;2018;23510;964;7342;31816;14-11-2019;SD235012303;NORMAL;Contado
VG-6919;AUTOMOVIL;TOYOTA;2019;24177;459;2956;27592;14-11-2019;SD235012303;NORMAL;Contado
GYPJ-73;CAMION;HYUNDAI;2019;49033;98;1474;50605;20-11-2019; ;NORMAL;Contado
YW-5938;CAMIONETA;KIA MOTORS;2018;52593;2051;14753;69397;03-12-2019;CT132004807;NORMAL;Contado
RV-1951;STATION WAGON;CHEVROLET;2019;12257;147;744;13148;04-12-2019;SD050013898;NORMAL;2da. Cuota
YRV-056;CARRO ARRASTRE;HECHIZO;2019;24177;0;0;24177;05-12-2019; ;NORMAL;Contado
KJ-8452;CAMIONETA;FORD;2014;10476;1782;11404;23662;09-12-2019;CT079002393;NORMAL;2da. Cuota
KJ-8452;CAMIONETA;FORD;2015;21599;3153;20420;45172;09-12-2019;CT079002393;NORMAL;Contado
KJ-8452;CAMIONETA;FORD;2016;22478;2090;15846;40414;09-12-2019;CT079002393;NORMAL;Contado
KJ-8452;CAMIONETA;FORD;2017;23115;1479;11436;36030;09-12-2019;CT079002393;NORMAL;Contado
KJ-8452;CAMIONETA;FORD;2018;23510;964;6975;31449;09-12-2019;CT079002393;NORMAL;Contado
TX-2188;CAMION;KIA MOTORS;2019;49033;490;2229;51752;16-12-2019; ;NORMAL;Contado
